stimulus_row_id,triplet_id,vowel_class,category,primary_suffix,secondary_suffix,root_A,root_B,A_x,A_y,B_x,zipf_A,zipf_B,zipf_diff,BERTurk_all_split,BERTurk_shared_final_subtoken,model,model_name,layer,pooling,A_x_model_ntokens,A_y_model_ntokens,B_x_model_ntokens,all_three_words_split_model,sim_same_root,sim_same_suffix,delta
58,T028,kalın,strong_deriv,WITHOUT,PLURAL,kapı,ayak,kapısız,kapılar,ayaksız,5.04,4.98,0.06,False,False,mBERT,bert-base-multilingual-cased,1,max,3,2,3,True,0.740194787713524,0.6667192868598756,0.0734755008536484
59,T029,kalın,strong_deriv,WITHOUT,PLURAL,kafa,masa,kafasız,kafalar,masasız,4.93,4.56,0.37,True,True,mBERT,bert-base-multilingual-cased,1,max,3,3,2,True,0.7037161888598883,0.6658605078568157,0.03785568100307257
60,T030,kalın,strong_deriv,WITHOUT,PLURAL,okul,kalp,okulsuz,okullar,kalpsız,5.32,5.14,0.18,False,False,mBERT,bert-base-multilingual-cased,1,max,4,3,3,True,0.7672685640536097,0.6610795375423113,0.10618902651129836
1,T001,ince,inflectional,PLURAL,LOCATIVE,ev,göz,evler,evde,gözler,5.57,5.47,0.1,False,False,mBERT,bert-base-multilingual-cased,7,first,2,2,3,True,0.8649748460189312,0.741687601302092,0.12328724471683916
2,T002,ince,inflectional,PLURAL,LOCATIVE,deniz,şehir,denizler,denizde,şehirler,5.39,5.34,0.05,False,False,mBERT,bert-base-multilingual-cased,7,first,2,2,2,True,0.8977817566744343,0.7781312427512467,0.1196505139231876
3,T003,ince,inflectional,PLURAL,LOCATIVE,köpek,çiçek,köpekler,köpekte,çiçekler,4.98,4.92,0.06,False,False,mBERT,bert-base-multilingual-cased,7,first,4,3,4,True,0.9634134512166328,0.824605240665957,0.13880821055067583
4,T004,ince,inflectional,PLURAL,LOCATIVE,gemi,ekmek,gemiler,gemide,ekmekler,4.91,4.81,0.1,False,False,mBERT,bert-base-multilingual-cased,7,first,3,2,3,True,0.9229711553782308,0.8001112366097349,0.12285991876849589
5,T005,ince,inflectional,PLURAL,LOCATIVE,göz,deniz,gözler,gözde,denizler,5.47,5.39,0.08,False,False,mBERT,bert-base-multilingual-cased,7,first,3,3,2,True,0.9502014096530047,0.7526732070109983,0.19752820264200643
6,T006,ince,inflectional,LOCATIVE,PLURAL,ev,göz,evde,evler,gözde,5.57,5.47,0.1,False,False,mBERT,bert-base-multilingual-cased,7,first,2,2,3,True,0.8649748460189312,0.6956801066608895,0.16929473935804162
7,T007,ince,inflectional,LOCATIVE,PLURAL,deniz,şehir,denizde,denizler,şehirde,5.39,5.34,0.05,False,False,mBERT,bert-base-multilingual-cased,7,first,2,2,2,True,0.8977817566744343,0.771803317944688,0.12597843872974623
8,T008,ince,inflectional,LOCATIVE,PLURAL,köpek,çiçek,köpekte,köpekler,çiçekte,4.98,4.92,0.06,False,True,mBERT,bert-base-multilingual-cased,7,first,3,4,4,True,0.9634134512166328,0.8077375971861442,0.15567585403048856
9,T009,ince,inflectional,LOCATIVE,PLURAL,gemi,ekmek,gemide,gemiler,ekmekte,4.91,4.81,0.1,False,False,mBERT,bert-base-multilingual-cased,7,first,2,3,3,True,0.9229711553782308,0.7943252912449797,0.12864586413325108
10,T010,ince,inflectional,LOCATIVE,PLURAL,göz,deniz,gözde,gözler,denizde,5.47,5.39,0.08,False,False,mBERT,bert-base-multilingual-cased,7,first,3,3,2,True,0.9502014096530047,0.740305612500121,0.20989579715288376
11,T011,ince,inflectional,ABLATIVE,PLURAL,ev,göz,evden,evler,gözden,5.57,5.47,0.1,False,False,mBERT,bert-base-multilingual-cased,7,first,2,2,3,True,0.885204887312299,0.74275301702185,0.14245187029044892
12,T012,ince,inflectional,ABLATIVE,PLURAL,deniz,şehir,denizden,denizler,şehirden,5.39,5.34,0.05,False,False,mBERT,bert-base-multilingual-cased,7,first,2,2,2,True,0.9178422263570367,0.7834693203509387,0.13437290600609797
13,T013,ince,inflectional,ABLATIVE,PLURAL,köpek,çiçek,köpekten,köpekler,çiçekten,4.98,4.92,0.06,False,True,mBERT,bert-base-multilingual-cased,7,first,4,4,4,True,0.9638646780884133,0.7872190308236101,0.17664564726480314
14,T014,ince,inflectional,ABLATIVE,PLURAL,gemi,ekmek,gemiden,gemiler,ekmekten,4.91,4.81,0.1,False,False,mBERT,bert-base-multilingual-cased,7,first,3,3,3,True,0.9305430867037925,0.812234675031605,0.11830841167218753
15,T015,ince,inflectional,ABLATIVE,PLURAL,göz,deniz,gözden,gözler,denizden,5.47,5.39,0.08,False,False,mBERT,bert-base-multilingual-cased,7,first,3,3,2,True,0.9424804279999267,0.7501565994092066,0.19232382859072006
16,T016,ince,light_deriv,WITH,PLURAL,ev,göz,evli,evler,gözlü,5.57,5.47,0.1,False,False,mBERT,bert-base-multilingual-cased,7,first,2,2,3,True,0.9295828609367334,0.7276438017794897,0.20193905915724364
17,T017,ince,light_deriv,WITH,PLURAL,deniz,şehir,denizli,denizler,şehirli,5.39,5.34,0.05,True,True,mBERT,bert-base-multilingual-cased,7,first,2,2,2,True,0.9293552201787967,0.7994348230056803,0.12992039717311643
18,T018,ince,light_deriv,WITH,PLURAL,köpek,çiçek,köpekli,köpekler,çiçekli,4.98,4.92,0.06,False,True,mBERT,bert-base-multilingual-cased,7,first,3,4,4,True,0.9623844721057806,0.796080500428671,0.16630397167710964
19,T019,ince,light_deriv,WITH,PLURAL,gemi,ekmek,gemili,gemiler,ekmekli,4.91,4.81,0.1,False,True,mBERT,bert-base-multilingual-cased,7,first,3,3,3,True,0.9061126281424252,0.7951626572988273,0.11094997084359792
20,T020,ince,light_deriv,WITH,PLURAL,göz,deniz,gözlü,gözler,denizli,5.47,5.39,0.08,False,False,mBERT,bert-base-multilingual-cased,7,first,3,3,2,True,0.9497156227168965,0.7776273785939879,0.17208824412290857
21,T021,ince,light_deriv,NOMINAL,PLURAL,ev,göz,evlik,evler,gözlük,5.57,5.47,0.1,False,False,mBERT,bert-base-multilingual-cased,7,first,2,2,3,True,0.9042133122973829,0.6988471884731868,0.20536612382419606
22,T022,ince,light_deriv,NOMINAL,PLURAL,deniz,şehir,denizlik,denizler,şehirlik,5.39,5.34,0.05,True,True,mBERT,bert-base-multilingual-cased,7,first,2,2,2,True,0.9208555823934186,0.8335579169853916,0.08729766540802697
23,T023,ince,light_deriv,NOMINAL,PLURAL,köpek,çiçek,köpeklik,köpekler,çiçeklik,4.98,4.92,0.06,False,True,mBERT,bert-base-multilingual-cased,7,first,4,4,4,True,0.9670277030737926,0.8247222904205544,0.14230541265323815
24,T024,ince,light_deriv,NOMINAL,PLURAL,gemi,ekmek,gemilik,gemiler,ekmeklik,4.91,4.81,0.1,False,True,mBERT,bert-base-multilingual-cased,7,first,3,3,3,True,0.9121373675174627,0.8117934529345404,0.10034391458292224
25,T025,ince,light_deriv,NOMINAL,PLURAL,göz,deniz,gözlük,gözler,denizlik,5.47,5.39,0.08,False,False,mBERT,bert-base-multilingual-cased,7,first,3,3,2,True,0.9054130916354479,0.7466373765076423,0.15877571512780564
26,T026,ince,strong_deriv,WITHOUT,PLURAL,ev,göz,evsiz,evler,gözsüz,5.57,5.47,0.1,False,False,mBERT,bert-base-multilingual-cased,7,first,2,2,4,True,0.8455233380621902,0.7534978976882241,0.0920254403739661
27,T027,ince,strong_deriv,WITHOUT,PLURAL,deniz,şehir,denizsiz,denizler,şehirsiz,5.39,5.34,0.05,True,True,mBERT,bert-base-multilingual-cased,7,first,2,2,2,True,0.9150179588576091,0.8823468715467294,0.03267108731087964
28,T028,ince,strong_deriv,WITHOUT,PLURAL,köpek,çiçek,köpeksiz,köpekler,çiçeksiz,4.98,4.92,0.06,False,True,mBERT,bert-base-multilingual-cased,7,first,4,4,5,True,0.9529223349232244,0.7876608456213742,0.16526148930185025
29,T029,ince,strong_deriv,WITHOUT,PLURAL,gemi,ekmek,gemisiz,gemiler,ekmeksiz,4.91,4.81,0.1,False,False,mBERT,bert-base-multilingual-cased,7,first,3,3,3,True,0.9099894114940797,0.7908399578933518,0.11914945360072793
30,T030,ince,strong_deriv,WITHOUT,PLURAL,göz,deniz,gözsüz,gözler,denizsiz,5.47,5.39,0.08,False,False,mBERT,bert-base-multilingual-cased,7,first,4,3,2,True,0.915106025690192,0.7550888802058744,0.16001714548431756
31,T001,kalın,inflectional,PLURAL,LOCATIVE,kitap,okul,kitaplar,kitapta,okullar,5.41,5.32,0.09,False,False,mBERT,bert-base-multilingual-cased,7,first,2,2,3,True,0.9131276652023687,0.6174160601702999,0.2957116050320687
32,T002,kalın,inflectional,PLURAL,LOCATIVE,kalp,taş,kalplar,kalpta,taşlar,5.14,5.13,0.01,False,False,mBERT,bert-base-multilingual-cased,7,first,3,3,2,True,0.946748814614357,0.7827890094998974,0.16395980511445962
33,T003,kalın,inflectional,PLURAL,LOCATIVE,kapı,ayak,kapılar,kapıda,ayaklar,5.04,4.98,0.06,False,False,mBERT,bert-base-multilingual-cased,7,first,2,2,2,True,0.9252675894403833,0.8241665973570604,0.1011009920833229
34,T004,kalın,inflectional,PLURAL,LOCATIVE,kafa,masa,kafalar,kafada,masalar,4.93,4.56,0.37,True,False,mBERT,bert-base-multilingual-cased,7,first,3,3,2,True,0.9463381862930216,0.6928438546216134,0.2534943316714082
35,T005,kalın,inflectional,PLURAL,LOCATIVE,okul,kalp,okullar,okulda,kalplar,5.32,5.14,0.18,False,False,mBERT,bert-base-multilingual-cased,7,first,3,3,3,True,0.8550797697506202,0.7229149077732706,0.13216486197734956
36,T006,kalın,inflectional,LOCATIVE,PLURAL,kitap,okul,kitapta,kitaplar,okulda,5.41,5.32,0.09,False,False,mBERT,bert-base-multilingual-cased,7,first,2,2,3,True,0.9131276652023687,0.6806233519678365,0.23250431323453213
37,T007,kalın,inflectional,LOCATIVE,PLURAL,kalp,taş,kalpta,kalplar,taşta,5.14,5.13,0.01,True,True,mBERT,bert-base-multilingual-cased,7,first,3,3,3,True,0.946748814614357,0.7770058219529572,0.1697429926613998
38,T008,kalın,inflectional,LOCATIVE,PLURAL,kapı,ayak,kapıda,kapılar,ayakta,5.04,4.98,0.06,False,False,mBERT,bert-base-multilingual-cased,7,first,2,2,2,True,0.9252675894403833,0.7738753398229313,0.151392249617452
39,T009,kalın,inflectional,LOCATIVE,PLURAL,kafa,masa,kafada,kafalar,masada,4.93,4.56,0.37,False,False,mBERT,bert-base-multilingual-cased,7,first,3,3,2,True,0.9463381862930216,0.7788343600325286,0.16750382626049298
40,T010,kalın,inflectional,LOCATIVE,PLURAL,okul,kalp,okulda,okullar,kalpta,5.32,5.14,0.18,False,False,mBERT,bert-base-multilingual-cased,7,first,3,3,3,True,0.8550797697506202,0.724271554052918,0.13080821569770218
41,T011,kalın,inflectional,ABLATIVE,PLURAL,kitap,okul,kitaptan,kitaplar,okuldan,5.41,5.32,0.09,False,False,mBERT,bert-base-multilingual-cased,7,first,3,2,3,True,0.9140040058860343,0.7204700254654524,0.1935339804205819
42,T012,kalın,inflectional,ABLATIVE,PLURAL,kalp,taş,kalptan,kalplar,taştan,5.14,5.13,0.01,True,True,mBERT,bert-base-multilingual-cased,7,first,3,3,3,True,0.9403039542446364,0.8028158130074388,0.13748814123719766
43,T013,kalın,inflectional,ABLATIVE,PLURAL,kapı,ayak,kapıdan,kapılar,ayaktan,5.04,4.98,0.06,False,False,mBERT,bert-base-multilingual-cased,7,first,3,2,2,True,0.9118815231016938,0.7934838053865267,0.11839771771516705
44,T014,kalın,inflectional,ABLATIVE,PLURAL,kafa,masa,kafadan,kafalar,masadan,4.93,4.56,0.37,True,False,mBERT,bert-base-multilingual-cased,7,first,3,3,2,True,0.9358048071554156,0.8006937216591126,0.13511108549630302
45,T015,kalın,inflectional,ABLATIVE,PLURAL,okul,kalp,okuldan,okullar,kalptan,5.32,5.14,0.18,False,False,mBERT,bert-base-multilingual-cased,7,first,3,3,3,True,0.8708714305166539,0.7331069505665125,0.1377644799501414
46,T016,kalın,light_deriv,WITH,PLURAL,kitap,okul,kitaplı,kitaplar,okullu,5.41,5.32,0.09,False,False,mBERT,bert-base-multilingual-cased,7,first,2,2,3,True,0.8730184591773368,0.6336359386322519,0.2393825205450849
47,T017,kalın,light_deriv,WITH,PLURAL,kalp,taş,kalplı,kalplar,taşlı,5.14,5.13,0.01,True,True,mBERT,bert-base-multilingual-cased,7,first,3,3,3,True,0.9499578678114452,0.816673145940226,0.1332847218712192
48,T018,kalın,light_deriv,WITH,PLURAL,kapı,ayak,kapılı,kapılar,ayaklı,5.04,4.98,0.06,False,True,mBERT,bert-base-multilingual-cased,7,first,2,2,3,True,0.840646755635194,0.7149888315856914,0.1256579240495026
49,T019,kalın,light_deriv,WITH,PLURAL,kafa,masa,kafalı,kafalar,masalı,4.93,4.56,0.37,True,False,mBERT,bert-base-multilingual-cased,7,first,3,3,2,True,0.9280289940802681,0.7528461556051254,0.1751828384751427
50,T020,kalın,light_deriv,WITH,PLURAL,okul,kalp,okullu,okullar,kalplı,5.32,5.14,0.18,False,False,mBERT,bert-base-multilingual-cased,7,first,3,3,3,True,0.9297520306102305,0.7622843175206688,0.16746771308956165
51,T021,kalın,light_deriv,NOMINAL,PLURAL,kitap,okul,kitaplık,kitaplar,okulluk,5.41,5.32,0.09,False,False,mBERT,bert-base-multilingual-cased,7,first,3,2,3,True,0.8738993883243155,0.6242372095273283,0.24966217879698716
52,T022,kalın,light_deriv,NOMINAL,PLURAL,kalp,taş,kalplık,kalplar,taşlık,5.14,5.13,0.01,True,True,mBERT,bert-base-multilingual-cased,7,first,3,3,3,True,0.9555898774378341,0.8171919564193059,0.1383979210185282
53,T023,kalın,light_deriv,NOMINAL,PLURAL,kapı,ayak,kapılık,kapılar,ayaklık,5.04,4.98,0.06,False,True,mBERT,bert-base-multilingual-cased,7,first,3,2,3,True,0.8601574795385694,0.7444461040958702,0.11571137544269916
54,T024,kalın,light_deriv,NOMINAL,PLURAL,kafa,masa,kafalık,kafalar,masalık,4.93,4.56,0.37,True,False,mBERT,bert-base-multilingual-cased,7,first,3,3,2,True,0.9343614580685986,0.7936905298762909,0.14067092819230775
55,T025,kalın,light_deriv,NOMINAL,PLURAL,okul,kalp,okulluk,okullar,kalplık,5.32,5.14,0.18,False,False,mBERT,bert-base-multilingual-cased,7,first,3,3,3,True,0.9268250541731522,0.7702599967463043,0.1565650574268479
56,T026,kalın,strong_deriv,WITHOUT,PLURAL,kitap,okul,kitapsız,kitaplar,okulsuz,5.41,5.32,0.09,False,False,mBERT,bert-base-multilingual-cased,7,first,3,2,4,True,0.8262361374357071,0.7172462859832237,0.10898985145248341
57,T027,kalın,strong_deriv,WITHOUT,PLURAL,kalp,taş,kalpsız,kalplar,taşsız,5.14,5.13,0.01,True,True,mBERT,bert-base-multilingual-cased,7,first,3,3,3,True,0.9408869680260469,0.8319315536462251,0.10895541437982181
58,T028,kalın,strong_deriv,WITHOUT,PLURAL,kapı,ayak,kapısız,kapılar,ayaksız,5.04,4.98,0.06,False,False,mBERT,bert-base-multilingual-cased,7,first,3,2,3,True,0.8993885831846123,0.762857993654655,0.13653058952995734
59,T029,kalın,strong_deriv,WITHOUT,PLURAL,kafa,masa,kafasız,kafalar,masasız,4.93,4.56,0.37,True,True,mBERT,bert-base-multilingual-cased,7,first,3,3,2,True,0.9338783889845693,0.7536771353892404,0.1802012535953289
60,T030,kalın,strong_deriv,WITHOUT,PLURAL,okul,kalp,okulsuz,okullar,kalpsız,5.32,5.14,0.18,False,False,mBERT,bert-base-multilingual-cased,7,first,4,3,3,True,0.9235719816234207,0.7545261898976053,0.16904579172581535
1,T001,ince,inflectional,PLURAL,LOCATIVE,ev,göz,evler,evde,gözler,5.57,5.47,0.1,False,False,mBERT,bert-base-multilingual-cased,7,last,2,2,3,True,0.8035311650134692,0.8586143269188241,-0.055083161905354894
2,T002,ince,inflectional,PLURAL,LOCATIVE,deniz,şehir,denizler,denizde,şehirler,5.39,5.34,0.05,False,False,mBERT,bert-base-multilingual-cased,7,last,2,2,2,True,0.8293334158544002,0.8537018935282464,-0.0243684776738462
3,T003,ince,inflectional,PLURAL,LOCATIVE,köpek,çiçek,köpekler,köpekte,çiçekler,4.98,4.92,0.06,False,False,mBERT,bert-base-multilingual-cased,7,last,4,3,4,True,0.7488379930073861,0.8558276529554187,-0.10698965994803267
4,T004,ince,inflectional,PLURAL,LOCATIVE,gemi,ekmek,gemiler,gemide,ekmekler,4.91,4.81,0.1,False,False,mBERT,bert-base-multilingual-cased,7,last,3,2,3,True,0.7398681373992925,0.757223367802919,-0.01735523040362652
5,T005,ince,inflectional,PLURAL,LOCATIVE,göz,deniz,gözler,gözde,denizler,5.47,5.39,0.08,False,False,mBERT,bert-base-multilingual-cased,7,last,3,3,2,True,0.8241172801813967,0.8534913921672241,-0.0293741119858274
6,T006,ince,inflectional,LOCATIVE,PLURAL,ev,göz,evde,evler,gözde,5.57,5.47,0.1,False,False,mBERT,bert-base-multilingual-cased,7,last,2,2,3,True,0.8035311650134692,0.7631395420220936,0.040391622991375664
7,T007,ince,inflectional,LOCATIVE,PLURAL,deniz,şehir,denizde,denizler,şehirde,5.39,5.34,0.05,False,False,mBERT,bert-base-multilingual-cased,7,last,2,2,2,True,0.8293334158544002,0.8562881527421851,-0.026954736887784825
8,T008,ince,inflectional,LOCATIVE,PLURAL,köpek,çiçek,köpekte,köpekler,çiçekte,4.98,4.92,0.06,False,True,mBERT,bert-base-multilingual-cased,7,last,3,4,4,True,0.7488379930073861,0.7955522509216145,-0.04671425791422845
9,T009,ince,inflectional,LOCATIVE,PLURAL,gemi,ekmek,gemide,gemiler,ekmekte,4.91,4.81,0.1,False,False,mBERT,bert-base-multilingual-cased,7,last,2,3,3,True,0.7398681373992925,0.7513517513123735,-0.011483613913081059
10,T010,ince,inflectional,LOCATIVE,PLURAL,göz,deniz,gözde,gözler,denizde,5.47,5.39,0.08,False,False,mBERT,bert-base-multilingual-cased,7,last,3,3,2,True,0.8241172801813967,0.8141850138532488,0.00993226632814792
11,T011,ince,inflectional,ABLATIVE,PLURAL,ev,göz,evden,evler,gözden,5.57,5.47,0.1,False,False,mBERT,bert-base-multilingual-cased,7,last,2,2,3,True,0.824102763911604,0.8013132175451433,0.02278954636646069
12,T012,ince,inflectional,ABLATIVE,PLURAL,deniz,şehir,denizden,denizler,şehirden,5.39,5.34,0.05,False,False,mBERT,bert-base-multilingual-cased,7,last,2,2,2,True,0.8317765095793649,0.8720156559029684,-0.04023914632360348
13,T013,ince,inflectional,ABLATIVE,PLURAL,köpek,çiçek,köpekten,köpekler,çiçekten,4.98,4.92,0.06,False,True,mBERT,bert-base-multilingual-cased,7,last,4,4,4,True,0.7790502411058897,0.7587175135779896,0.020332727527900163
14,T014,ince,inflectional,ABLATIVE,PLURAL,gemi,ekmek,gemiden,gemiler,ekmekten,4.91,4.81,0.1,False,False,mBERT,bert-base-multilingual-cased,7,last,3,3,3,True,0.8453169914180814,0.7884221286538668,0.056894862764214515
15,T015,ince,inflectional,ABLATIVE,PLURAL,göz,deniz,gözden,gözler,denizden,5.47,5.39,0.08,False,False,mBERT,bert-base-multilingual-cased,7,last,3,3,2,True,0.7899343326473783,0.8392724298081625,-0.04933809716078419
16,T016,ince,light_deriv,WITH,PLURAL,ev,göz,evli,evler,gözlü,5.57,5.47,0.1,False,False,mBERT,bert-base-multilingual-cased,7,last,2,2,3,True,0.835713773297965,0.7318561875835117,0.10385758571445336
17,T017,ince,light_deriv,WITH,PLURAL,deniz,şehir,denizli,denizler,şehirli,5.39,5.34,0.05,True,True,mBERT,bert-base-multilingual-cased,7,last,2,2,2,True,0.8442537847078988,0.852073222918769,-0.007819438210870167
18,T018,ince,light_deriv,WITH,PLURAL,köpek,çiçek,köpekli,köpekler,çiçekli,4.98,4.92,0.06,False,True,mBERT,bert-base-multilingual-cased,7,last,3,4,4,True,0.7696027553027824,0.7671287742414152,0.002473981061367203
19,T019,ince,light_deriv,WITH,PLURAL,gemi,ekmek,gemili,gemiler,ekmekli,4.91,4.81,0.1,False,True,mBERT,bert-base-multilingual-cased,7,last,3,3,3,True,0.7455027709272585,0.7675030622039596,-0.02200029127670111
20,T020,ince,light_deriv,WITH,PLURAL,göz,deniz,gözlü,gözler,denizli,5.47,5.39,0.08,False,False,mBERT,bert-base-multilingual-cased,7,last,3,3,2,True,0.7839255615092711,0.7713081383586214,0.01261742315064962
21,T021,ince,light_deriv,NOMINAL,PLURAL,ev,göz,evlik,evler,gözlük,5.57,5.47,0.1,False,False,mBERT,bert-base-multilingual-cased,7,last,2,2,3,True,0.8092533061544509,0.7844892412706356,0.02476406488381533
22,T022,ince,light_deriv,NOMINAL,PLURAL,deniz,şehir,denizlik,denizler,şehirlik,5.39,5.34,0.05,True,True,mBERT,bert-base-multilingual-cased,7,last,2,2,2,True,0.834383724490868,0.8812660565464719,-0.04688233205560399
23,T023,ince,light_deriv,NOMINAL,PLURAL,köpek,çiçek,köpeklik,köpekler,çiçeklik,4.98,4.92,0.06,False,True,mBERT,bert-base-multilingual-cased,7,last,4,4,4,True,0.7983604984648907,0.8350371648731243,-0.03667666640823364
24,T024,ince,light_deriv,NOMINAL,PLURAL,gemi,ekmek,gemilik,gemiler,ekmeklik,4.91,4.81,0.1,False,True,mBERT,bert-base-multilingual-cased,7,last,3,3,3,True,0.7689881598306703,0.8139271426801864,-0.04493898284951614
25,T025,ince,light_deriv,NOMINAL,PLURAL,göz,deniz,gözlük,gözler,denizlik,5.47,5.39,0.08,False,False,mBERT,bert-base-multilingual-cased,7,last,3,3,2,True,0.7654380707130767,0.8165431657610035,-0.05110509504792682
26,T026,ince,strong_deriv,WITHOUT,PLURAL,ev,göz,evsiz,evler,gözsüz,5.57,5.47,0.1,False,False,mBERT,bert-base-multilingual-cased,7,last,2,2,4,True,0.771825605891945,0.7725494065760171,-0.0007238006840720734
27,T027,ince,strong_deriv,WITHOUT,PLURAL,deniz,şehir,denizsiz,denizler,şehirsiz,5.39,5.34,0.05,True,True,mBERT,bert-base-multilingual-cased,7,last,2,2,2,True,0.8229788630508824,0.9378121005974687,-0.11483323754658625
28,T028,ince,strong_deriv,WITHOUT,PLURAL,köpek,çiçek,köpeksiz,köpekler,çiçeksiz,4.98,4.92,0.06,False,True,mBERT,bert-base-multilingual-cased,7,last,4,4,5,True,0.7649884642172353,0.9172767617269295,-0.1522882975096942
29,T029,ince,strong_deriv,WITHOUT,PLURAL,gemi,ekmek,gemisiz,gemiler,ekmeksiz,4.91,4.81,0.1,False,False,mBERT,bert-base-multilingual-cased,7,last,3,3,3,True,0.7854896865425478,0.7462392787233034,0.03925040781924438
30,T030,ince,strong_deriv,WITHOUT,PLURAL,göz,deniz,gözsüz,gözler,denizsiz,5.47,5.39,0.08,False,False,mBERT,bert-base-multilingual-cased,7,last,4,3,2,True,0.7605076813534979,0.7647359049373743,-0.004228223583876423
31,T001,kalın,inflectional,PLURAL,LOCATIVE,kitap,okul,kitaplar,kitapta,okullar,5.41,5.32,0.09,False,False,mBERT,bert-base-multilingual-cased,7,last,2,2,3,True,0.7995331227487213,0.6894532708123915,0.11007985193632985
32,T002,kalın,inflectional,PLURAL,LOCATIVE,kalp,taş,kalplar,kalpta,taşlar,5.14,5.13,0.01,False,False,mBERT,bert-base-multilingual-cased,7,last,3,3,2,True,0.7989108857546896,0.7558576974540295,0.04305318830066007
33,T003,kalın,inflectional,PLURAL,LOCATIVE,kapı,ayak,kapılar,kapıda,ayaklar,5.04,4.98,0.06,False,False,mBERT,bert-base-multilingual-cased,7,last,2,2,2,True,0.8302167154110341,0.8479743692851526,-0.01775765387411843
34,T004,kalın,inflectional,PLURAL,LOCATIVE,kafa,masa,kafalar,kafada,masalar,4.93,4.56,0.37,True,False,mBERT,bert-base-multilingual-cased,7,last,3,3,2,True,0.8186478305090127,0.7741443174633975,0.04450351304561517
35,T005,kalın,inflectional,PLURAL,LOCATIVE,okul,kalp,okullar,okulda,kalplar,5.32,5.14,0.18,False,False,mBERT,bert-base-multilingual-cased,7,last,3,3,3,True,0.7552870248017453,0.8178970838016582,-0.0626100589999129
36,T006,kalın,inflectional,LOCATIVE,PLURAL,kitap,okul,kitapta,kitaplar,okulda,5.41,5.32,0.09,False,False,mBERT,bert-base-multilingual-cased,7,last,2,2,3,True,0.7995331227487213,0.6851291257939995,0.11440399695472181
37,T007,kalın,inflectional,LOCATIVE,PLURAL,kalp,taş,kalpta,kalplar,taşta,5.14,5.13,0.01,True,True,mBERT,bert-base-multilingual-cased,7,last,3,3,3,True,0.7989108857546896,0.8615702614735186,-0.06265937571882896
38,T008,kalın,inflectional,LOCATIVE,PLURAL,kapı,ayak,kapıda,kapılar,ayakta,5.04,4.98,0.06,False,False,mBERT,bert-base-multilingual-cased,7,last,2,2,2,True,0.8302167154110341,0.76045387102671,0.06976284438432412
39,T009,kalın,inflectional,LOCATIVE,PLURAL,kafa,masa,kafada,kafalar,masada,4.93,4.56,0.37,False,False,mBERT,bert-base-multilingual-cased,7,last,3,3,2,True,0.8186478305090127,0.8805743313471142,-0.06192650083810147
40,T010,kalın,inflectional,LOCATIVE,PLURAL,okul,kalp,okulda,okullar,kalpta,5.32,5.14,0.18,False,False,mBERT,bert-base-multilingual-cased,7,last,3,3,3,True,0.7552870248017453,0.7852747396895136,-0.029987714887768302
41,T011,kalın,inflectional,ABLATIVE,PLURAL,kitap,okul,kitaptan,kitaplar,okuldan,5.41,5.32,0.09,False,False,mBERT,bert-base-multilingual-cased,7,last,3,2,3,True,0.7472204125368418,0.8004492743920139,-0.05322886185517206
42,T012,kalın,inflectional,ABLATIVE,PLURAL,kalp,taş,kalptan,kalplar,taştan,5.14,5.13,0.01,True,True,mBERT,bert-base-multilingual-cased,7,last,3,3,3,True,0.7996492608021251,0.9050561552215692,-0.10540689441944417
43,T013,kalın,inflectional,ABLATIVE,PLURAL,kapı,ayak,kapıdan,kapılar,ayaktan,5.04,4.98,0.06,False,False,mBERT,bert-base-multilingual-cased,7,last,3,2,2,True,0.7028548640908598,0.7933413559971536,-0.09048649190629376
44,T014,kalın,inflectional,ABLATIVE,PLURAL,kafa,masa,kafadan,kafalar,masadan,4.93,4.56,0.37,True,False,mBERT,bert-base-multilingual-cased,7,last,3,3,2,True,0.8002321861071163,0.9200276352934363,-0.11979544918632001
45,T015,kalın,inflectional,ABLATIVE,PLURAL,okul,kalp,okuldan,okullar,kalptan,5.32,5.14,0.18,False,False,mBERT,bert-base-multilingual-cased,7,last,3,3,3,True,0.7831833230434638,0.7851226863477866,-0.001939363304322761
46,T016,kalın,light_deriv,WITH,PLURAL,kitap,okul,kitaplı,kitaplar,okullu,5.41,5.32,0.09,False,False,mBERT,bert-base-multilingual-cased,7,last,2,2,3,True,0.7761832159333361,0.6091318830743963,0.1670513328589398
47,T017,kalın,light_deriv,WITH,PLURAL,kalp,taş,kalplı,kalplar,taşlı,5.14,5.13,0.01,True,True,mBERT,bert-base-multilingual-cased,7,last,3,3,3,True,0.8022552010908633,0.915523703640443,-0.11326850254957965
48,T018,kalın,light_deriv,WITH,PLURAL,kapı,ayak,kapılı,kapılar,ayaklı,5.04,4.98,0.06,False,True,mBERT,bert-base-multilingual-cased,7,last,2,2,3,True,0.7964552393572796,0.7262557236266758,0.07019951573060379
49,T019,kalın,light_deriv,WITH,PLURAL,kafa,masa,kafalı,kafalar,masalı,4.93,4.56,0.37,True,False,mBERT,bert-base-multilingual-cased,7,last,3,3,2,True,0.7971735304491154,0.7971921862685203,-1.8655819404855833e-05
50,T020,kalın,light_deriv,WITH,PLURAL,okul,kalp,okullu,okullar,kalplı,5.32,5.14,0.18,False,False,mBERT,bert-base-multilingual-cased,7,last,3,3,3,True,0.8167217087580707,0.7225196757040546,0.09420203305401609
