QID,W1,W2,Sim,model,layer,pooling,cosine_similarity,model_name,pair_total_subtoken_count,pair_max_subtoken_count,clean_pair,split_pair,word1_is_split,word2_is_split,both_words_split,pair_avg_subtoken_char_length,word1_avg_subtoken_char_length,word2_avg_subtoken_char_length,word1_subtoken_count_per_char,word2_subtoken_count_per_char
115,brüt,kesintili,0.333333333,mBERT,1,first,0.24270992080754605,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.6,2.0,3.0,0.5,0.3333333333333333
116,borçlanmak,faiz,1.416666667,mBERT,1,first,0.29246011711750763,bert-base-multilingual-cased,6,4,False,True,True,True,True,2.3333333333333335,2.5,2.0,0.4,0.5
117,zaman,öğle,2.833333333,mBERT,1,first,0.31773731700372865,bert-base-multilingual-cased,4,3,False,True,False,True,False,2.25,5.0,1.3333333333333333,0.2,0.75
118,mücevher,sicim,0.333333333,mBERT,1,first,0.206123930558074,bert-base-multilingual-cased,6,4,False,True,True,True,True,2.1666666666666665,2.0,2.5,0.5,0.4
119,külot,aile,0.25,mBERT,1,first,0.2119779979476445,bert-base-multilingual-cased,4,3,False,True,True,False,False,2.25,1.6666666666666667,4.0,0.6,0.25
120,mezarhane,mutfak,0.25,mBERT,1,first,0.345513593535806,bert-base-multilingual-cased,7,4,False,True,True,True,True,2.142857142857143,3.0,1.5,0.3333333333333333,0.6666666666666666
121,bitirdilerse,geceleyin,0.166666667,mBERT,1,first,0.2508154760253585,bert-base-multilingual-cased,7,4,False,True,True,True,True,3.0,3.0,3.0,0.3333333333333333,0.3333333333333333
122,yoldaş,delikanlı,0.833333333,mBERT,1,first,0.250954141157413,bert-base-multilingual-cased,6,3,False,True,True,True,True,2.5,2.0,3.0,0.5,0.3333333333333333
123,ıslak,serin,1.75,mBERT,1,first,0.3693819927270574,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.0,1.6666666666666667,2.5,0.6,0.4
124,barınak,tımarhane,0.666666667,mBERT,1,first,0.20908085022752143,bert-base-multilingual-cased,7,4,False,True,True,True,True,2.2857142857142856,2.3333333333333335,2.25,0.4285714285714285,0.4444444444444444
125,zarar,kadın,0.25,mBERT,1,first,0.3176308862991237,bert-base-multilingual-cased,3,2,False,True,True,False,False,3.3333333333333335,2.5,5.0,0.4,0.2
126,atletik,avare,0.333333333,mBERT,1,first,0.3441453173403688,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.4,2.3333333333333335,2.5,0.4285714285714285,0.4
127,cansız,yaşlıymışçasına,0.916666667,mBERT,1,first,0.2573654467680293,bert-base-multilingual-cased,8,6,False,True,True,True,True,2.625,3.0,2.5,0.3333333333333333,0.4
128,peynir,karton,0.25,mBERT,1,first,0.22279832417993473,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.4,2.0,3.0,0.5,0.3333333333333333
129,süreli,süresiz,0.083333333,mBERT,1,first,0.9782779675698716,bert-base-multilingual-cased,4,2,False,True,True,True,True,3.25,3.0,3.5,0.3333333333333333,0.2857142857142857
130,tutsak,özgür,0.083333333,mBERT,1,first,0.2299459268718529,bert-base-multilingual-cased,6,3,False,True,True,True,True,1.8333333333333333,2.0,1.6666666666666667,0.5,0.6
131,gevşek,heykel,0.166666667,mBERT,1,first,0.42094910182003464,bert-base-multilingual-cased,7,4,False,True,True,True,True,1.7142857142857142,1.5,2.0,0.6666666666666666,0.5
132,kamyon,sesteş,0.083333333,mBERT,1,first,0.24002926908008437,bert-base-multilingual-cased,4,2,False,True,True,True,True,3.0,3.0,3.0,0.3333333333333333,0.3333333333333333
133,yiyecek,sos,2.666666667,mBERT,1,first,0.15703615083471556,bert-base-multilingual-cased,4,3,False,True,True,False,False,2.5,2.3333333333333335,3.0,0.4285714285714285,0.3333333333333333
134,modernite,ilkellik,0.25,mBERT,1,first,0.3310020458698999,bert-base-multilingual-cased,5,3,False,True,True,True,True,3.4,4.5,2.6666666666666665,0.2222222222222222,0.375
135,keşiş,kahin,3.083333333,mBERT,1,first,0.4342306426916541,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.0,1.6666666666666667,2.5,0.6,0.4
136,turna,uygulamak,0.166666667,mBERT,1,first,0.30510339368364003,bert-base-multilingual-cased,6,4,False,True,True,True,True,2.3333333333333335,2.5,2.25,0.4,0.4444444444444444
137,ormanlık,fotoğraf,0.416666667,mBERT,1,first,0.23976240134947835,bert-base-multilingual-cased,6,3,False,True,True,True,True,2.6666666666666665,2.6666666666666665,2.6666666666666665,0.375,0.375
138,sosyalleştirdikleri,asosyalleştirdikleri,0.083333333,mBERT,1,first,0.1863458356170553,bert-base-multilingual-cased,12,7,False,True,True,True,True,3.25,3.8,2.857142857142857,0.2631578947368421,0.35
139,cinayetindeki,kemik,0.25,mBERT,1,first,0.23861535882897278,bert-base-multilingual-cased,6,4,False,True,True,True,True,3.0,3.25,2.5,0.3076923076923077,0.4
140,masum,kuşku,0.416666667,mBERT,1,first,0.2772032861036149,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.0,2.5,1.6666666666666667,0.4,0.6
141,delikanlı,büyücü,0.25,mBERT,1,first,0.2760561714773514,bert-base-multilingual-cased,7,4,False,True,True,True,True,2.142857142857143,3.0,1.5,0.3333333333333333,0.6666666666666666
142,uzun,atletik,3.083333333,mBERT,1,first,0.3039256620916224,bert-base-multilingual-cased,4,3,False,True,False,True,False,2.75,4.0,2.3333333333333335,0.25,0.4285714285714285
143,deniz,sahil,5.0,mBERT,1,first,0.36060822055188857,bert-base-multilingual-cased,3,2,False,True,False,True,False,3.3333333333333335,5.0,2.5,0.2,0.4
144,orman,meyve,1.416666667,mBERT,1,first,0.3296338089060078,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.0,2.5,1.6666666666666667,0.4,0.6
145,hayat,nefes,3.083333333,mBERT,1,first,0.3297734643681487,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.5,2.5,2.5,0.4,0.4
146,mızrap,tabure,0.25,mBERT,1,first,0.21941974740416936,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.4,2.0,3.0,0.5,0.3333333333333333
147,sıcak,ısınmış,7.5,mBERT,1,first,0.31121785892286935,bert-base-multilingual-cased,6,3,False,True,True,True,True,2.0,1.6666666666666667,2.3333333333333335,0.6,0.4285714285714285
148,gülüş,gülümseme,8.75,mBERT,1,first,0.9459309239832091,bert-base-multilingual-cased,8,5,False,True,True,True,True,1.75,1.6666666666666667,1.8,0.6,0.5555555555555556
149,muz,gemicik,0.583333333,mBERT,1,first,0.3739560620344775,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.0,1.5,2.3333333333333335,0.6666666666666666,0.4285714285714285
150,hukuk,hayat,0.416666667,mBERT,1,first,0.36370989481014004,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.5,2.5,2.5,0.4,0.4
151,evetçiler,hayırcılar,0.0,mBERT,1,first,0.25916476884586825,bert-base-multilingual-cased,8,4,False,True,True,True,True,2.375,2.25,2.5,0.4444444444444444,0.4
152,kamyon,manken,0.25,mBERT,1,first,0.3902231424961975,bert-base-multilingual-cased,4,2,False,True,True,True,True,3.0,3.0,3.0,0.3333333333333333,0.3333333333333333
153,terazi,adalet,2.0,mBERT,1,first,0.27321897611535606,bert-base-multilingual-cased,4,2,False,True,True,True,True,3.0,3.0,3.0,0.3333333333333333,0.3333333333333333
154,sarsıcı,gençmişçesine,0.166666667,mBERT,1,first,0.17216879121154494,bert-base-multilingual-cased,7,4,False,True,True,True,True,2.857142857142857,2.3333333333333335,3.25,0.4285714285714285,0.3076923076923077
155,uzak,yakın,0.0,mBERT,1,first,0.32801139454236894,bert-base-multilingual-cased,3,2,False,True,True,False,False,3.0,2.0,5.0,0.5,0.2
156,dükkan,vitrin,2.333333333,mBERT,1,first,0.3002667539591445,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.4,2.0,3.0,0.5,0.3333333333333333
157,nefes,oksijen,3.75,mBERT,1,first,0.21444940841566573,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.4,2.5,2.3333333333333335,0.4,0.4285714285714285
158,enginar,boza,0.75,mBERT,1,first,0.3825712625847103,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.75,3.5,2.0,0.2857142857142857,0.5
159,giysi,külot,2.916666667,mBERT,1,first,0.31737501290493075,bert-base-multilingual-cased,6,3,False,True,True,True,True,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6,0.6
160,deneyimleme,pratikleştirsin,1.916666667,mBERT,1,first,0.32835874757019046,bert-base-multilingual-cased,9,5,False,True,True,True,True,2.888888888888889,2.75,3.0,0.3636363636363636,0.3333333333333333
161,sahil,ormanlık,0.666666667,mBERT,1,first,0.28432908005833246,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.6,2.5,2.6666666666666665,0.4,0.375
162,masum,öldürülüşündeki,0.25,mBERT,1,first,0.24384845155993673,bert-base-multilingual-cased,8,6,False,True,True,True,True,2.5,2.5,2.5,0.4,0.4
163,siyah,petrol,0.75,mBERT,1,first,0.25797386725560045,bert-base-multilingual-cased,3,2,False,True,True,False,False,3.6666666666666665,2.5,6.0,0.4,0.1666666666666666
164,haşarı,enerjik,3.5,mBERT,1,first,0.2276014574141535,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.6,2.0,3.5,0.5,0.2857142857142857
165,teizm,müzik,0.25,mBERT,1,first,0.3332809963453103,bert-base-multilingual-cased,3,2,False,True,True,False,False,3.3333333333333335,2.5,5.0,0.4,0.2
166,para,faiz,2.166666667,mBERT,1,first,0.2798422342022211,bert-base-multilingual-cased,3,2,False,True,False,True,False,2.6666666666666665,4.0,2.0,0.25,0.5
167,normalleşiyor,sabahlardaki,0.166666667,mBERT,1,first,0.16048951921234833,bert-base-multilingual-cased,8,4,False,True,True,True,True,3.125,3.25,3.0,0.3076923076923077,0.3333333333333333
168,atatürkçülerden,kemalizmcilerden,9.083333333,mBERT,1,first,0.22109771984825555,bert-base-multilingual-cased,11,6,False,True,True,True,True,2.8181818181818183,2.5,3.2,0.4,0.3125
169,alkol,viski,4.363636364,mBERT,1,first,0.3505963244203856,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.5,2.5,2.5,0.4,0.4
170,muhalefetçiler,iktidarcılar,0.083333333,mBERT,1,first,0.27947165341848446,bert-base-multilingual-cased,9,5,False,True,True,True,True,2.888888888888889,2.8,3.0,0.3571428571428571,0.3333333333333333
171,horoz,tavuk,5.916666667,mBERT,1,first,0.29908912891542383,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.0,1.6666666666666667,2.5,0.6,0.4
172,çerçeve,fotoğraf,2.916666667,mBERT,1,first,0.26083861331517466,bert-base-multilingual-cased,7,4,False,True,True,True,True,2.142857142857143,1.75,2.6666666666666665,0.5714285714285714,0.375
173,süt,lokanta,1.083333333,mBERT,1,first,0.3665955687860706,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.0,1.5,2.3333333333333335,0.6666666666666666,0.4285714285714285
174,tahta,tabure,1.583333333,mBERT,1,first,0.25529776137641813,bert-base-multilingual-cased,3,2,False,True,False,True,False,3.6666666666666665,5.0,3.0,0.2,0.3333333333333333
175,kağıt,karton,4.416666667,mBERT,1,first,0.3101714666392804,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.2,1.6666666666666667,3.0,0.6,0.3333333333333333
176,varlık,para,4.666666667,mBERT,1,first,0.41605644133138275,bert-base-multilingual-cased,3,2,False,True,True,False,False,3.3333333333333335,3.0,4.0,0.3333333333333333,0.25
177,ses,sesteş,3.166666667,mBERT,1,first,0.3421310369239241,bert-base-multilingual-cased,3,2,False,True,False,True,False,3.0,3.0,3.0,0.3333333333333333,0.3333333333333333
178,eksik,ilaç,0.166666667,mBERT,1,first,0.33170532276535236,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.25,2.5,2.0,0.4,0.5
179,eşya,cisim,5.166666667,mBERT,1,first,0.3492008490244831,bert-base-multilingual-cased,5,3,False,True,True,True,True,1.8,1.3333333333333333,2.5,0.75,0.4
180,haber,uzun,0.333333333,mBERT,1,first,0.3990927991285669,bert-base-multilingual-cased,2,1,True,False,False,False,False,4.5,5.0,4.0,0.2,0.25
181,hayırcılar,barıştırılırken,0.166666667,mBERT,1,first,0.3018480467835184,bert-base-multilingual-cased,8,4,False,True,True,True,True,3.125,2.5,3.75,0.4,0.2666666666666666
182,pamuk,giysi,1.25,mBERT,1,first,0.24289568809329798,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.0,2.5,1.6666666666666667,0.4,0.6
183,hamile,cenin,2.333333333,mBERT,1,first,0.29770106843991906,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.75,3.0,2.5,0.3333333333333333,0.4
184,ispatım,almışlardır,0.181818182,mBERT,1,first,0.2256155657133332,bert-base-multilingual-cased,5,3,False,True,True,True,True,3.6,2.3333333333333335,5.5,0.4285714285714285,0.1818181818181818
185,süt,yoğurt,3.833333333,mBERT,1,first,0.27501104925382136,bert-base-multilingual-cased,5,3,False,True,True,True,True,1.8,1.5,2.0,0.6666666666666666,0.5
186,cansız,enerjik,0.083333333,mBERT,1,first,0.28118447261027435,bert-base-multilingual-cased,4,2,False,True,True,True,True,3.25,3.0,3.5,0.3333333333333333,0.2857142857142857
187,sahil,kum,2.583333333,mBERT,1,first,0.3120395896560644,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.0,2.5,1.5,0.4,0.6666666666666666
188,ses,mızrap,0.833333333,mBERT,1,first,0.23212355819865294,bert-base-multilingual-cased,4,3,False,True,False,True,False,2.25,3.0,2.0,0.3333333333333333,0.5
189,davadaş,ebediyeten,0.5,mBERT,1,first,0.4298889947073321,bert-base-multilingual-cased,7,4,False,True,True,True,True,2.4285714285714284,2.3333333333333335,2.5,0.4285714285714285,0.4
190,bitki,çiçek,4.416666667,mBERT,1,first,0.25497489722257893,bert-base-multilingual-cased,5,4,False,True,False,True,False,2.0,5.0,1.25,0.2,0.8
191,seyahat,sefer,5.583333333,mBERT,1,first,0.2789966732338337,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.4,2.3333333333333335,2.5,0.4285714285714285,0.4
192,yardım,aile,0.583333333,mBERT,1,first,0.380470400716574,bert-base-multilingual-cased,2,1,True,False,False,False,False,5.0,6.0,4.0,0.1666666666666666,0.25
193,petrol,yakıt,5.25,mBERT,1,first,0.19234260633763078,bert-base-multilingual-cased,4,3,False,True,False,True,False,2.75,6.0,1.6666666666666667,0.1666666666666666,0.6
194,şair,modernite,0.583333333,mBERT,1,first,0.36670045762201187,bert-base-multilingual-cased,3,2,False,True,False,True,False,4.333333333333333,4.0,4.5,0.25,0.2222222222222222
195,gevşek,sıkı,0.0,mBERT,1,first,0.24405746235681847,bert-base-multilingual-cased,6,4,False,True,True,True,True,1.6666666666666667,1.5,2.0,0.6666666666666666,0.5
196,cihaz,lamba,2.0,mBERT,1,first,0.4421137822264767,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.0,1.6666666666666667,2.5,0.6,0.4
197,din,devlet,0.5,mBERT,1,first,0.37713291654163483,bert-base-multilingual-cased,2,1,True,False,False,False,False,4.5,3.0,6.0,0.3333333333333333,0.1666666666666666
198,saldırmaktaydılar,suskunluğuna,0.166666667,mBERT,1,first,0.30986116780651873,bert-base-multilingual-cased,10,6,False,True,True,True,True,2.9,2.8333333333333335,3.0,0.3529411764705882,0.3333333333333333
199,nezle,yorgunluk,1.416666667,mBERT,1,first,0.26455111086084004,bert-base-multilingual-cased,6,4,False,True,True,True,True,2.3333333333333335,2.5,2.25,0.4,0.4444444444444444
200,cevher,fotoğraf,0.25,mBERT,1,first,0.26089395998413256,bert-base-multilingual-cased,6,3,False,True,True,True,True,2.3333333333333335,2.0,2.6666666666666665,0.5,0.375
201,uzak,karınca,0.166666667,mBERT,1,first,0.2724187103808211,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.2,2.0,2.3333333333333335,0.5,0.4285714285714285
202,üşengeç,ebleh,0.583333333,mBERT,1,first,0.3564643011715577,bert-base-multilingual-cased,7,4,False,True,True,True,True,1.7142857142857142,1.75,1.6666666666666667,0.5714285714285714,0.6
203,yedigen,biçimlendirilmişlerdir,0.333333333,mBERT,1,first,0.2795670952902394,bert-base-multilingual-cased,8,6,False,True,True,True,True,3.625,3.5,3.6666666666666665,0.2857142857142857,0.2727272727272727
204,bilimci,karışık,0.166666667,mBERT,1,first,0.22849724212137634,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.8,3.5,2.3333333333333335,0.2857142857142857,0.4285714285714285
205,medya,sevgili,0.25,mBERT,1,first,0.37361716991037675,bert-base-multilingual-cased,6,4,False,True,True,True,True,2.0,2.5,1.75,0.4,0.5714285714285714
206,biçimlendirilmişlerdir,iyiliyorsun,0.583333333,mBERT,1,first,0.24512060048136097,bert-base-multilingual-cased,10,6,False,True,True,True,True,3.3,3.6666666666666665,2.75,0.2727272727272727,0.3636363636363636
207,kırmızı,okul,0.166666667,mBERT,1,first,0.32628542225483337,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.75,3.5,2.0,0.2857142857142857,0.5
208,gülümseme,somurtma,0.0,mBERT,1,first,0.3009676205206624,bert-base-multilingual-cased,8,5,False,True,True,True,True,2.125,1.8,2.6666666666666665,0.5555555555555556,0.375
209,okul,kitaplıklar,1.333333333,mBERT,1,first,0.32993315935845613,bert-base-multilingual-cased,5,3,False,True,True,True,True,3.0,2.0,3.6666666666666665,0.5,0.2727272727272727
210,atatürkçülerden,palto,0.25,mBERT,1,first,0.2508720201543121,bert-base-multilingual-cased,8,6,False,True,True,True,True,2.5,2.5,2.5,0.4,0.4
211,kadeh,bıçak,1.75,mBERT,1,first,0.27089119875274736,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.0,2.5,1.6666666666666667,0.4,0.6
212,özgür,haber,0.833333333,mBERT,1,first,0.3165541889143051,bert-base-multilingual-cased,4,3,False,True,True,False,False,2.5,1.6666666666666667,5.0,0.6,0.2
213,palto,kapüşon,2.666666667,mBERT,1,first,0.2551755710255439,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.4,2.5,2.3333333333333335,0.4,0.4285714285714285
214,ibadet,namaz,4.25,mBERT,1,first,0.41476746880130555,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.75,3.0,2.5,0.3333333333333333,0.4
215,soyut,somut,0.0,mBERT,1,first,0.31271701569007515,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.5,2.5,2.5,0.4,0.4
216,süresiz,ebediyeten,7.416666667,mBERT,1,first,0.29683913877663914,bert-base-multilingual-cased,6,4,False,True,True,True,True,2.8333333333333335,3.5,2.5,0.2857142857142857,0.4
217,taşıt,kamyon,4.083333333,mBERT,1,first,0.32497192122817853,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.2,1.6666666666666667,3.0,0.6,0.3333333333333333
218,tren,yakıt,1.333333333,mBERT,1,first,0.16600384916406008,bert-base-multilingual-cased,4,3,False,True,False,True,False,2.25,4.0,1.6666666666666667,0.25,0.6
219,yoldaş,keşiş,1.166666667,mBERT,1,first,0.2024502198540591,bert-base-multilingual-cased,6,3,False,True,True,True,True,1.8333333333333333,2.0,1.6666666666666667,0.5,0.6
220,horoz,sefer,0.25,mBERT,1,first,0.23475654166661208,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.0,1.6666666666666667,2.5,0.6,0.4
221,tabure,çerçeve,0.583333333,mBERT,1,first,0.2477187334502129,bert-base-multilingual-cased,6,4,False,True,True,True,True,2.1666666666666665,3.0,1.75,0.3333333333333333,0.5714285714285714
222,kordon,gülümseme,0.166666667,mBERT,1,first,0.2773425220045378,bert-base-multilingual-cased,7,5,False,True,True,True,True,2.142857142857143,3.0,1.8,0.3333333333333333,0.5555555555555556
223,zeki,akıllı,6.0,mBERT,1,first,0.20614225477196413,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.0,2.0,2.0,0.5,0.5
224,gençmişçesine,yaşlıymışçasına,0.083333333,mBERT,1,first,0.43293188896249646,bert-base-multilingual-cased,10,6,False,True,True,True,True,2.8,3.25,2.5,0.3076923076923077,0.4
225,nezle,ilaç,1.416666667,mBERT,1,first,0.4196251626928833,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.25,2.5,2.0,0.4,0.5
226,ilaç,çare,4.333333333,mBERT,1,first,0.3674187688007722,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.0,2.0,2.0,0.5,0.5
227,devlet,para,0.75,mBERT,1,first,0.37814282538429866,bert-base-multilingual-cased,2,1,True,False,False,False,False,5.0,6.0,4.0,0.1666666666666666,0.25
228,kavramsallaştırsın,çocuk,0.333333333,mBERT,1,first,0.23597848904178387,bert-base-multilingual-cased,8,7,False,True,True,False,False,2.875,2.5714285714285716,5.0,0.3888888888888889,0.2
229,somurtma,kağıt,0.166666667,mBERT,1,first,0.27631044730563437,bert-base-multilingual-cased,6,3,False,True,True,True,True,2.1666666666666665,2.6666666666666665,1.6666666666666667,0.375,0.6
230,evrensel,bilimci,0.25,mBERT,1,first,0.2922088033325585,bert-base-multilingual-cased,5,3,False,True,True,True,True,3.0,2.6666666666666665,3.5,0.375,0.2857142857142857
231,barınak,soğuk,0.416666667,mBERT,1,first,0.26655319811365086,bert-base-multilingual-cased,6,3,False,True,True,True,True,2.0,2.3333333333333335,1.6666666666666667,0.4285714285714285,0.6
232,ilaç,yakıt,0.583333333,mBERT,1,first,0.2609370606423773,bert-base-multilingual-cased,5,3,False,True,True,True,True,1.8,2.0,1.6666666666666667,0.5,0.6
233,evetçiler,yağmur,0.166666667,mBERT,1,first,0.24798300015398134,bert-base-multilingual-cased,7,4,False,True,True,True,True,2.142857142857143,2.25,2.0,0.4444444444444444,0.5
234,başlamadılarsa,düzenci,0.166666667,mBERT,1,first,0.271850041421974,bert-base-multilingual-cased,8,5,False,True,True,True,True,2.625,2.8,2.3333333333333335,0.3571428571428571,0.4285714285714285
235,devlet,memur,1.25,mBERT,1,first,0.40623428378322446,bert-base-multilingual-cased,3,2,False,True,False,True,False,3.6666666666666665,6.0,2.5,0.1666666666666666,0.4
236,alkol,sofra,1.166666667,mBERT,1,first,0.36879551429808766,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.5,2.5,2.5,0.4,0.4
237,boza,manken,0.25,mBERT,1,first,0.4357303299357711,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.5,2.0,3.0,0.5,0.3333333333333333
238,cevher,gözlükçü,0.416666667,mBERT,1,first,0.3084199850266327,bert-base-multilingual-cased,8,5,False,True,True,True,True,1.75,2.0,1.6,0.5,0.625
239,anne,memur,0.25,mBERT,1,first,0.22313672510341154,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.25,2.0,2.5,0.5,0.4
240,oğlan,ilkellik,0.25,mBERT,1,first,0.36494918174869295,bert-base-multilingual-cased,6,3,False,True,True,True,True,2.1666666666666665,1.6666666666666667,2.6666666666666665,0.6,0.375
241,dostçasına,arkadaşımsı,5.833333333,mBERT,1,first,0.32457674061407726,bert-base-multilingual-cased,9,5,False,True,True,True,True,2.3333333333333335,2.5,2.2,0.4,0.4545454545454545
242,dua,yüzük,0.25,mBERT,1,first,0.3135873580128792,bert-base-multilingual-cased,4,3,False,True,False,True,False,2.0,3.0,1.6666666666666667,0.3333333333333333,0.6
243,opak,geçirgen,2.5,mBERT,1,first,0.34547585731938635,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.4,2.0,2.6666666666666665,0.5,0.375
244,akıllı,deli,0.083333333,mBERT,1,first,0.24773545767583982,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.0,2.0,2.0,0.5,0.5
245,din,dua,2.916666667,mBERT,1,first,0.3604305233998524,bert-base-multilingual-cased,2,1,True,False,False,False,False,3.0,3.0,3.0,0.3333333333333333,0.3333333333333333
246,saydam,süreli,0.25,mBERT,1,first,0.3699774732922978,bert-base-multilingual-cased,4,2,False,True,True,True,True,3.0,3.0,3.0,0.3333333333333333,0.3333333333333333
247,yağcılık,heykel,0.25,mBERT,1,first,0.25157427726809733,bert-base-multilingual-cased,6,3,False,True,True,True,True,2.3333333333333335,2.6666666666666665,2.0,0.375,0.5
248,maymungilleri,muz,1.666666667,mBERT,1,first,0.2937646581043314,bert-base-multilingual-cased,6,4,False,True,True,True,True,2.6666666666666665,3.25,1.5,0.3076923076923077,0.6666666666666666
249,oksijen,hayat,2.25,mBERT,1,first,0.23249150161335141,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.4,2.3333333333333335,2.5,0.4285714285714285,0.4
250,hastane,çare,2.5,mBERT,1,first,0.37921679940905895,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.75,3.5,2.0,0.2857142857142857,0.5
251,içki,boza,1.363636364,mBERT,1,first,0.3205985684038881,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.0,2.0,2.0,0.5,0.5
252,tahta,ahşap,6.5,mBERT,1,first,0.2555816301779932,bert-base-multilingual-cased,4,3,False,True,False,True,False,2.5,5.0,1.6666666666666667,0.2,0.6
253,kral,yağcılık,0.833333333,mBERT,1,first,0.28379312960697434,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.4,2.0,2.6666666666666665,0.5,0.375
254,teizm,inançlılık,5.25,mBERT,1,first,0.20271953331666104,bert-base-multilingual-cased,6,4,False,True,True,True,True,2.5,2.5,2.5,0.4,0.4
255,kordon,sicim,3.5,mBERT,1,first,0.23232955862327298,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.75,3.0,2.5,0.3333333333333333,0.4
256,fani,adalet,0.25,mBERT,1,first,0.22538999809313454,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.5,2.0,3.0,0.5,0.3333333333333333
257,ikindi,oğlan,0.166666667,mBERT,1,first,0.2602651995970724,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.2,3.0,1.6666666666666667,0.3333333333333333,0.6
258,deneyimleme,tecrübelenme,8.416666667,mBERT,1,first,0.3152841733349423,bert-base-multilingual-cased,10,6,False,True,True,True,True,2.3,2.75,2.0,0.3636363636363636,0.5
259,satmışlardır,lokanta,0.166666667,mBERT,1,first,0.21809138833520247,bert-base-multilingual-cased,6,3,False,True,True,True,True,3.1666666666666665,4.0,2.3333333333333335,0.25,0.4285714285714285
260,kırmızı,namaz,0.166666667,mBERT,1,first,0.2949547929362618,bert-base-multilingual-cased,4,2,False,True,True,True,True,3.0,3.5,2.5,0.2857142857142857,0.4
261,mezarhane,kabristan,8.5,mBERT,1,first,0.407895767101933,bert-base-multilingual-cased,6,3,False,True,True,True,True,3.0,3.0,3.0,0.3333333333333333,0.3333333333333333
262,ekonomi,para,3.5,mBERT,1,first,0.31931690452592054,bert-base-multilingual-cased,2,1,True,False,False,False,False,5.5,7.0,4.0,0.1428571428571428,0.25
263,dua,namaz,4.166666667,mBERT,1,first,0.463804368434072,bert-base-multilingual-cased,3,2,False,True,False,True,False,2.6666666666666665,3.0,2.5,0.3333333333333333,0.4
264,arkadaşımsı,kitaphane,0.333333333,mBERT,1,first,0.26090922150829554,bert-base-multilingual-cased,8,5,False,True,True,True,True,2.5,2.2,3.0,0.4545454545454545,0.3333333333333333
265,enerjik,yorgun,0.083333333,mBERT,1,first,0.2588837515024792,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.6,3.5,2.0,0.2857142857142857,0.5
266,kağıt,gazete,2.0,mBERT,1,first,0.23694909464024594,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.2,1.6666666666666667,3.0,0.6,0.3333333333333333
267,cihaz,radyo,2.5,mBERT,1,first,0.24621933838291266,bert-base-multilingual-cased,4,3,False,True,True,False,False,2.5,1.6666666666666667,5.0,0.6,0.2
