QID,W1,W2,Sim,input_condition,model,layer,pooling,cosine_similarity,word1_context_sentence_count,word2_context_sentence_count,model_name,pair_total_subtoken_count,pair_max_subtoken_count,clean_pair,split_pair,word1_is_split,word2_is_split,both_words_split,pair_avg_subtoken_char_length,word1_avg_subtoken_char_length,word2_avg_subtoken_char_length,word1_subtoken_count_per_char,word2_subtoken_count_per_char
374,ocak,kabristan,0.25,contextual,mBERT,1,max,0.5494999708267271,8,9,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.6,2.0,3.0,0.5,0.3333333333333333
375,tecrübelenme,alışkın,2.833333333,contextual,mBERT,1,max,0.7634197245773853,14,15,bert-base-multilingual-cased,10,6,False,True,True,True,True,1.9,2.0,1.75,0.5,0.5714285714285714
376,haşarı,pimpirikli,0.25,contextual,mBERT,1,max,0.6337557881524063,15,4,bert-base-multilingual-cased,7,4,False,True,True,True,True,2.2857142857142856,2.0,2.5,0.5,0.4
377,transparan,yoğurt,0.166666667,contextual,mBERT,1,max,0.6038598203701232,15,7,bert-base-multilingual-cased,6,3,False,True,True,True,True,2.6666666666666665,3.3333333333333335,2.0,0.3,0.5
378,oruç,taksi,0.25,contextual,mBERT,1,max,0.42532579400177717,11,3,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.25,2.0,2.5,0.5,0.4
379,kuyumcu,terazi,0.583333333,contextual,mBERT,1,max,0.4840214785208554,2,11,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.6,2.3333333333333335,3.0,0.4285714285714285,0.3333333333333333
380,oğlan,delikanlı,4.666666667,contextual,mBERT,1,max,0.6560697793667658,2,10,bert-base-multilingual-cased,6,3,False,True,True,True,True,2.3333333333333335,1.6666666666666667,3.0,0.6,0.3333333333333333
381,mezarlık,tavuk,0.25,contextual,mBERT,1,max,0.508305767800956,5,15,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.6,2.6666666666666665,2.5,0.375,0.4
382,hamile,dükkan,0.25,contextual,mBERT,1,max,0.4776916051879958,5,11,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.4,3.0,2.0,0.3333333333333333,0.5
383,primatçaları,zeki,0.166666667,contextual,mBERT,1,max,0.5328594296155671,13,9,bert-base-multilingual-cased,6,4,False,True,True,True,True,2.6666666666666665,3.0,2.0,0.3333333333333333,0.5
384,hastane,tıp,2.5,contextual,mBERT,1,max,0.4008713999183715,7,7,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.5,3.5,1.5,0.2857142857142857,0.6666666666666666
385,terazi,tıp,0.25,contextual,mBERT,1,max,0.4121263648242406,11,7,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.25,3.0,1.5,0.3333333333333333,0.6666666666666666
386,avare,uyumlu,0.166666667,contextual,mBERT,1,max,0.442652331481851,4,9,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.2,2.5,2.0,0.4,0.5
387,sabırsızlık,gözlükçü,0.25,contextual,mBERT,1,max,0.811063856388814,15,6,bert-base-multilingual-cased,10,5,False,True,True,True,True,1.9,2.2,1.6,0.4545454545454545,0.625
388,kum,kadeh,0.416666667,contextual,mBERT,1,max,0.42414987354141864,10,12,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.0,1.5,2.5,0.6666666666666666,0.4
389,cinayetindeki,öldürülüşündeki,6.5,contextual,mBERT,1,max,,0,15,bert-base-multilingual-cased,10,6,False,True,True,True,True,2.8,3.25,2.5,0.3076923076923077,0.4
390,primatçaları,maymungilleri,6.333333333,contextual,mBERT,1,max,0.7366182528471149,13,13,bert-base-multilingual-cased,8,4,False,True,True,True,True,3.125,3.0,3.25,0.3333333333333333,0.3076923076923077
391,sihirbaz,öncülük,0.25,contextual,mBERT,1,max,0.5824861849386513,15,15,bert-base-multilingual-cased,7,4,False,True,True,True,True,2.142857142857143,2.0,2.3333333333333335,0.5,0.4285714285714285
392,kuş,tavuk,2.833333333,contextual,mBERT,1,max,0.4263272913297703,10,15,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.0,1.5,2.5,0.6666666666666666,0.4
393,giysi,ceket,3.0,contextual,mBERT,1,max,0.4788451862521008,15,7,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.0,1.6666666666666667,2.5,0.6,0.4
394,pamuk,üretim,1.083333333,contextual,mBERT,1,max,0.48528675638779495,1,11,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.2,2.5,2.0,0.4,0.5
395,noksan,eksik,9.333333333,contextual,mBERT,1,max,0.43448876458616015,15,5,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.75,3.0,2.5,0.3333333333333333,0.4
396,taşıt,otobüs,3.666666667,contextual,mBERT,1,max,0.5843781496209567,15,9,bert-base-multilingual-cased,6,3,False,True,True,True,True,1.8333333333333333,1.6666666666666667,2.0,0.6,0.5
397,eşya,radyo,2.083333333,contextual,mBERT,1,max,0.08610531279338884,10,6,bert-base-multilingual-cased,4,3,False,True,True,False,False,2.25,1.3333333333333333,5.0,0.75,0.2
398,satmışlardır,almışlardır,0.083333333,contextual,mBERT,1,max,0.687536539912747,15,15,bert-base-multilingual-cased,5,3,False,True,True,True,True,4.6,4.0,5.5,0.25,0.1818181818181818
399,cihaz,televizyon,2.5,contextual,mBERT,1,max,0.06017202057137727,7,12,bert-base-multilingual-cased,4,3,False,True,True,False,False,3.75,1.6666666666666667,10.0,0.6,0.1
400,suskunluğuna,brüt,0.166666667,contextual,mBERT,1,max,0.516311308023849,15,9,bert-base-multilingual-cased,6,4,False,True,True,True,True,2.6666666666666665,3.0,2.0,0.3333333333333333,0.5
401,suskunluğuna,konuşkanlığına,0.0,contextual,mBERT,1,max,0.7644025521513188,15,15,bert-base-multilingual-cased,8,4,False,True,True,True,True,3.25,3.0,3.5,0.3333333333333333,0.2857142857142857
402,geceleyin,erkekçene,0.166666667,contextual,mBERT,1,max,0.6606559680228109,15,8,bert-base-multilingual-cased,6,3,False,True,True,True,True,3.0,3.0,3.0,0.3333333333333333,0.3333333333333333
403,medya,kral,0.25,contextual,mBERT,1,max,0.4661678528934081,8,6,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.25,2.5,2.0,0.4,0.5
404,iyiliyorsun,pratikleştirsin,1.0,contextual,mBERT,1,max,0.7622573618276145,15,15,bert-base-multilingual-cased,9,5,False,True,True,True,True,2.888888888888889,2.75,3.0,0.3636363636363636,0.3333333333333333
405,şüphe,mutluluk,0.25,contextual,mBERT,1,max,0.5727341878484372,8,9,bert-base-multilingual-cased,6,3,False,True,True,True,True,2.1666666666666665,1.6666666666666667,2.6666666666666665,0.6,0.375
406,memur,polis,3.583333333,contextual,mBERT,1,max,0.11221959011897087,8,4,bert-base-multilingual-cased,3,2,False,True,True,False,False,3.3333333333333335,2.5,5.0,0.4,0.2
407,meslek,kuyumcu,2.166666667,contextual,mBERT,1,max,0.45875522817563374,7,2,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.6,3.0,2.3333333333333335,0.3333333333333333,0.4285714285714285
408,fırın,öncülük,0.25,contextual,mBERT,1,max,0.5528907672607549,6,15,bert-base-multilingual-cased,6,3,False,True,True,True,True,2.0,1.6666666666666667,2.3333333333333335,0.6,0.4285714285714285
409,eski,yaşlıymışçasına,1.833333333,contextual,mBERT,1,max,0.09164829580624823,12,14,bert-base-multilingual-cased,7,6,False,True,False,True,False,2.7142857142857144,4.0,2.5,0.25,0.4
410,masum,dostçasına,0.75,contextual,mBERT,1,max,0.5568350240425387,13,15,bert-base-multilingual-cased,6,4,False,True,True,True,True,2.5,2.5,2.5,0.4,0.4
411,lokanta,dükkan,2.25,contextual,mBERT,1,max,0.6241296511501336,9,11,bert-base-multilingual-cased,6,3,False,True,True,True,True,2.1666666666666665,2.3333333333333335,2.0,0.4285714285714285,0.5
412,ebleh,akıllı,0.0,contextual,mBERT,1,max,0.5576924124352298,9,7,bert-base-multilingual-cased,6,3,False,True,True,True,True,1.8333333333333333,1.6666666666666667,2.0,0.6,0.5
413,vitrin,televizyon,0.333333333,contextual,mBERT,1,max,0.15857952965590905,9,12,bert-base-multilingual-cased,3,2,False,True,True,False,False,5.333333333333333,3.0,10.0,0.3333333333333333,0.1
414,şeffaf,opak,1.166666667,contextual,mBERT,1,max,0.5014519576818548,9,8,bert-base-multilingual-cased,6,4,False,True,True,True,True,1.6666666666666667,1.5,2.0,0.6666666666666666,0.5
415,dua,ölü,0.75,contextual,mBERT,1,max,0.12019771705075999,14,15,bert-base-multilingual-cased,3,2,False,True,False,True,False,2.0,3.0,1.5,0.3333333333333333,0.6666666666666666
416,yorgunluk,sarsıcı,0.333333333,contextual,mBERT,1,max,0.6576792824830463,4,13,bert-base-multilingual-cased,7,4,False,True,True,True,True,2.2857142857142856,2.25,2.3333333333333335,0.4444444444444444,0.4285714285714285
417,davadaş,yoldaş,7.833333333,contextual,mBERT,1,max,0.7432531665947852,10,10,bert-base-multilingual-cased,6,3,False,True,True,True,True,2.1666666666666665,2.3333333333333335,2.0,0.4285714285714285,0.5
418,özgür,serbest,6.75,contextual,mBERT,1,max,0.5462944972215239,10,13,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.4,1.6666666666666667,3.5,0.6,0.2857142857142857
419,gözlük,cam,3.416666667,contextual,mBERT,1,max,0.06504282114742455,14,10,bert-base-multilingual-cased,4,3,False,True,True,False,False,2.25,2.0,3.0,0.5,0.3333333333333333
420,vicdan,pıhtı,0.25,contextual,mBERT,1,max,0.6187832153544637,13,10,bert-base-multilingual-cased,7,4,False,True,True,True,True,1.5714285714285714,2.0,1.25,0.5,0.8
421,gülüş,gül,1.833333333,contextual,mBERT,1,max,0.841923937108488,15,13,bert-base-multilingual-cased,5,3,False,True,True,True,True,1.6,1.6666666666666667,1.5,0.6,0.6666666666666666
422,kahvaltı,zeytin,1.166666667,contextual,mBERT,1,max,0.6838825707038065,14,9,bert-base-multilingual-cased,7,4,False,True,True,True,True,2.0,2.0,2.0,0.5,0.5
423,ceket,kapüşon,2.083333333,contextual,mBERT,1,max,0.5137648459328001,7,14,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.4,2.5,2.3333333333333335,0.4,0.4285714285714285
424,araba,seyahat,1.25,contextual,mBERT,1,max,0.5238265746228425,14,7,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.4,2.5,2.3333333333333335,0.4,0.4285714285714285
425,evrensel,karışık,0.25,contextual,mBERT,1,max,0.6194266642821096,13,15,bert-base-multilingual-cased,6,3,False,True,True,True,True,2.5,2.6666666666666665,2.3333333333333335,0.375,0.4285714285714285
426,beyaz,horultu,0.166666667,contextual,mBERT,1,max,0.03640532856098633,2,15,bert-base-multilingual-cased,4,3,False,True,False,True,False,3.0,5.0,2.3333333333333335,0.2,0.4285714285714285
427,gürültü,müzik,2.166666667,contextual,mBERT,1,max,0.05413633578119337,9,3,bert-base-multilingual-cased,5,4,False,True,True,False,False,2.4,1.75,5.0,0.5714285714285714,0.2
428,taksi,yüzük,0.25,contextual,mBERT,1,max,0.46149966340191984,3,12,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.0,2.5,1.6666666666666667,0.4,0.6
429,başıboş,yorgun,0.25,contextual,mBERT,1,max,0.6463849849196424,7,3,bert-base-multilingual-cased,7,4,False,True,True,True,True,1.8571428571428572,1.75,2.0,0.5714285714285714,0.5
430,hayvan,kuş,3.0,contextual,mBERT,1,max,0.3786094508862877,15,10,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.25,3.0,1.5,0.3333333333333333,0.6666666666666666
431,opak,çamaşır,0.333333333,contextual,mBERT,1,max,0.42987732932112754,8,4,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.2,2.0,2.3333333333333335,0.5,0.4285714285714285
432,kahin,şüphe,0.25,contextual,mBERT,1,max,0.4764401567792369,15,8,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.0,2.5,1.6666666666666667,0.4,0.6
433,çenebazlığına,kirlice,0.166666667,contextual,mBERT,1,max,0.6877089175975172,8,6,bert-base-multilingual-cased,8,5,False,True,True,True,True,2.5,2.6,2.3333333333333335,0.3846153846153846,0.4285714285714285
434,serin,sıcak,0.083333333,contextual,mBERT,1,max,0.5267230652554221,12,3,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.0,2.5,1.6666666666666667,0.4,0.6
435,inançlılık,ateistlik,0.666666667,contextual,mBERT,1,max,0.6575027137005844,11,14,bert-base-multilingual-cased,7,4,False,True,True,True,True,2.7142857142857144,2.5,3.0,0.4,0.3333333333333333
436,konuşkanlığına,çenebazlığına,7.166666667,contextual,mBERT,1,max,0.7988717695141185,15,8,bert-base-multilingual-cased,9,5,False,True,True,True,True,3.0,3.5,2.6,0.2857142857142857,0.3846153846153846
437,sanatçı,şair,3.666666667,contextual,mBERT,1,max,0.32976174718849804,15,8,bert-base-multilingual-cased,3,2,False,True,True,False,False,3.6666666666666665,3.5,4.0,0.2857142857142857,0.25
438,mezarhane,ölü,1.583333333,contextual,mBERT,1,max,0.46399340253893695,8,15,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.4,3.0,1.5,0.3333333333333333,0.6666666666666666
439,anarşist,aykırı,4.166666667,contextual,mBERT,1,max,0.5909190015692413,15,10,bert-base-multilingual-cased,6,3,False,True,True,True,True,2.3333333333333335,2.6666666666666665,2.0,0.375,0.5
440,uzak,fazlalık,0.333333333,contextual,mBERT,1,max,0.4025266971778674,15,6,bert-base-multilingual-cased,4,2,False,True,True,True,True,3.0,2.0,4.0,0.5,0.25
441,fazlalık,noksan,0.083333333,contextual,mBERT,1,max,0.3740360377315606,6,15,bert-base-multilingual-cased,4,2,False,True,True,True,True,3.5,4.0,3.0,0.25,0.3333333333333333
442,meslek,sanatçı,2.166666667,contextual,mBERT,1,max,0.36961752962782735,7,15,bert-base-multilingual-cased,4,2,False,True,True,True,True,3.25,3.0,3.5,0.3333333333333333,0.2857142857142857
443,tıp,yardım,1.333333333,contextual,mBERT,1,max,0.18263233706968485,7,13,bert-base-multilingual-cased,3,2,False,True,True,False,False,3.0,1.5,6.0,0.6666666666666666,0.1666666666666666
444,kuyumcu,yüzük,1.916666667,contextual,mBERT,1,max,0.5842569280520117,2,12,bert-base-multilingual-cased,6,3,False,True,True,True,True,2.0,2.3333333333333335,1.6666666666666667,0.4285714285714285,0.6
445,meyve,manavınkiler,2.416666667,contextual,mBERT,1,max,0.6696097607240551,10,3,bert-base-multilingual-cased,8,5,False,True,True,True,True,2.125,1.6666666666666667,2.4,0.6,0.4166666666666667
446,devlet,korumaktaydılar,0.25,contextual,mBERT,1,max,0.12086622473166408,3,15,bert-base-multilingual-cased,6,5,False,True,False,True,False,3.5,6.0,3.0,0.1666666666666666,0.3333333333333333
447,kelebek,kemik,0.25,contextual,mBERT,1,max,0.6667224025052724,10,10,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.4,2.3333333333333335,2.5,0.4285714285714285,0.4
448,harika,şahane,7.833333333,contextual,mBERT,1,max,0.5091214997014155,8,11,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.4,3.0,2.0,0.3333333333333333,0.5
449,faiz,kazanç,4.166666667,contextual,mBERT,1,max,0.576483096822312,9,13,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.0,2.0,2.0,0.5,0.5
450,mezarlık,mezar,5.25,contextual,mBERT,1,max,0.8593997934352894,5,8,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.6,2.6666666666666665,2.5,0.375,0.4
451,gazete,haber,3.833333333,contextual,mBERT,1,max,0.19397695310920104,8,9,bert-base-multilingual-cased,3,2,False,True,True,False,False,3.6666666666666665,3.0,5.0,0.3333333333333333,0.2
452,kıyı,sahil,7.666666667,contextual,mBERT,1,max,0.4589063285564621,9,15,bert-base-multilingual-cased,5,3,False,True,True,True,True,1.8,1.3333333333333333,2.5,0.75,0.4
453,hukuk,ispatım,1.583333333,contextual,mBERT,1,max,0.44477592558278034,10,11,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.4,2.5,2.3333333333333335,0.4,0.4285714285714285
454,gündüz,geceleyin,0.083333333,contextual,mBERT,1,max,0.6671306221468808,7,15,bert-base-multilingual-cased,6,3,False,True,True,True,True,2.5,2.0,3.0,0.5,0.3333333333333333
455,noksan,gömlek,0.166666667,contextual,mBERT,1,max,0.5282815881895074,15,15,bert-base-multilingual-cased,6,4,False,True,True,True,True,2.0,3.0,1.5,0.3333333333333333,0.6666666666666666
456,kötülüyorsun,bolluklarda,0.166666667,contextual,mBERT,1,max,0.6637429778128328,15,15,bert-base-multilingual-cased,9,6,False,True,True,True,True,2.5555555555555554,2.0,3.6666666666666665,0.5,0.2727272727272727
457,alışkın,yeni,0.25,contextual,mBERT,1,max,0.11668986479942534,15,8,bert-base-multilingual-cased,5,4,False,True,True,False,False,2.2,1.75,4.0,0.5714285714285714,0.25
458,uygulamak,alet,0.666666667,contextual,mBERT,1,max,0.5354774935650005,15,15,bert-base-multilingual-cased,6,4,False,True,True,True,True,2.1666666666666665,2.25,2.0,0.4444444444444444,0.5
459,cevher,mücevher,3.5,contextual,mBERT,1,max,0.7691769640643371,8,5,bert-base-multilingual-cased,7,4,False,True,True,True,True,2.0,2.0,2.0,0.5,0.5
460,medya,gazete,4.083333333,contextual,mBERT,1,max,0.4532694884359173,8,8,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.75,2.5,3.0,0.4,0.3333333333333333
461,kadeh,içki,3.0,contextual,mBERT,1,max,0.39667730463654527,12,12,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.25,2.5,2.0,0.4,0.5
462,atletik,ebleh,0.25,contextual,mBERT,1,max,0.6085539546807794,15,9,bert-base-multilingual-cased,6,3,False,True,True,True,True,2.0,2.3333333333333335,1.6666666666666667,0.4285714285714285,0.6
463,okul,öğrenci,1.666666667,contextual,mBERT,1,max,0.5606342815052177,3,15,bert-base-multilingual-cased,6,4,False,True,True,True,True,1.8333333333333333,2.0,1.75,0.5,0.5714285714285714
464,öldürülüşündeki,suçlu,0.916666667,contextual,mBERT,1,max,0.6965399951470372,15,12,bert-base-multilingual-cased,9,6,False,True,True,True,True,2.2222222222222223,2.5,1.6666666666666667,0.4,0.6
465,düzenci,anarşist,0.083333333,contextual,mBERT,1,max,0.6289935811104784,8,15,bert-base-multilingual-cased,6,3,False,True,True,True,True,2.5,2.3333333333333335,2.6666666666666665,0.4285714285714285,0.375
466,kıyı,gemicik,0.75,contextual,mBERT,1,max,0.6264982299324557,9,15,bert-base-multilingual-cased,6,3,False,True,True,True,True,1.8333333333333333,1.3333333333333333,2.3333333333333335,0.75,0.4285714285714285
467,oruç,zaman,1.166666667,contextual,mBERT,1,max,0.16105334809327432,11,7,bert-base-multilingual-cased,3,2,False,True,True,False,False,3.0,2.0,5.0,0.5,0.2
468,kadın,çocuk,1.416666667,contextual,mBERT,1,max,0.5404817093650155,13,15,bert-base-multilingual-cased,2,1,True,False,False,False,False,5.0,5.0,5.0,0.2,0.2
469,ateistlik,teizm,0.666666667,contextual,mBERT,1,max,0.5260473680421576,14,13,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.8,3.0,2.5,0.3333333333333333,0.4
470,barıştırılırken,savaştırılırken,0.0,contextual,mBERT,1,max,0.8627291967698204,15,15,bert-base-multilingual-cased,8,4,False,True,True,True,True,3.75,3.75,3.75,0.2666666666666666,0.2666666666666666
471,horoz,alet,0.25,contextual,mBERT,1,max,0.5688482399131408,15,15,bert-base-multilingual-cased,5,3,False,True,True,True,True,1.8,1.6666666666666667,2.0,0.6,0.5
472,borçlanmak,alacaklanmak,0.0,contextual,mBERT,1,max,0.8419543026042802,11,13,bert-base-multilingual-cased,8,4,False,True,True,True,True,2.75,2.5,3.0,0.4,0.3333333333333333
473,maymunsuları,maymungilleri,7.5,contextual,mBERT,1,max,0.7844668439861507,10,13,bert-base-multilingual-cased,8,4,False,True,True,True,True,3.125,3.0,3.25,0.3333333333333333,0.3076923076923077
474,hamile,düzenci,0.25,contextual,mBERT,1,max,0.4789967447805721,5,8,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.6,3.0,2.3333333333333335,0.3333333333333333,0.4285714285714285
475,öğle,orman,0.25,contextual,mBERT,1,max,0.46986638004199,3,1,bert-base-multilingual-cased,5,3,False,True,True,True,True,1.8,1.3333333333333333,2.5,0.75,0.4
476,otomobil,araba,9.166666667,contextual,mBERT,1,max,0.5067351069548466,3,14,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.6,2.6666666666666665,2.5,0.375,0.4
477,meyve,muz,3.166666667,contextual,mBERT,1,max,0.5606598377646069,10,7,bert-base-multilingual-cased,5,3,False,True,True,True,True,1.6,1.6666666666666667,1.5,0.6,0.6666666666666666
478,süt,bilişim,0.25,contextual,mBERT,1,max,0.3862626509757753,8,14,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.5,1.5,3.5,0.6666666666666666,0.2857142857142857
479,atatürkist,davadaş,1.0,contextual,mBERT,1,max,0.651389334627518,15,10,bert-base-multilingual-cased,7,4,False,True,True,True,True,2.4285714285714284,2.5,2.3333333333333335,0.4,0.4285714285714285
480,mezar,ölü,2.166666667,contextual,mBERT,1,max,0.3532391917346567,8,15,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.0,2.5,1.5,0.4,0.6666666666666666
481,vitrin,manken,1.25,contextual,mBERT,1,max,0.4458968690800118,9,10,bert-base-multilingual-cased,4,2,False,True,True,True,True,3.0,3.0,3.0,0.3333333333333333,0.3333333333333333
482,turizm,düzenci,0.25,contextual,mBERT,1,max,0.5079371458692054,10,8,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.6,3.0,2.3333333333333335,0.3333333333333333,0.4285714285714285
483,fani,ölü,2.166666667,contextual,mBERT,1,max,0.33768119371049343,8,15,bert-base-multilingual-cased,4,2,False,True,True,True,True,1.75,2.0,1.5,0.5,0.6666666666666666
484,sosyalleştirdikleri,başıboş,0.166666667,contextual,mBERT,1,max,0.751346919571956,15,7,bert-base-multilingual-cased,9,5,False,True,True,True,True,2.888888888888889,3.8,1.75,0.2631578947368421,0.5714285714285714
485,kirlice,lamba,0.166666667,contextual,mBERT,1,max,0.49866998564134857,6,10,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.4,2.3333333333333335,2.5,0.4285714285714285,0.4
486,kadın,hamile,1.916666667,contextual,mBERT,1,max,0.11693151502093546,13,5,bert-base-multilingual-cased,3,2,False,True,False,True,False,3.6666666666666665,5.0,3.0,0.2,0.3333333333333333
487,karışık,temiz,0.333333333,contextual,mBERT,1,max,0.5529543204276666,15,13,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.4,2.3333333333333335,2.5,0.4285714285714285,0.4
488,şair,sabır,0.333333333,contextual,mBERT,1,max,0.06874057251652199,8,5,bert-base-multilingual-cased,4,3,False,True,False,True,False,2.25,4.0,1.6666666666666667,0.25,0.6
489,maymunsuları,kuş,1.083333333,contextual,mBERT,1,max,0.5428880824299473,10,10,bert-base-multilingual-cased,6,4,False,True,True,True,True,2.5,3.0,1.5,0.3333333333333333,0.6666666666666666
490,şeffaf,transparan,9.25,contextual,mBERT,1,max,0.6392824613517369,9,15,bert-base-multilingual-cased,7,4,False,True,True,True,True,2.2857142857142856,1.5,3.3333333333333335,0.6666666666666666,0.3
491,hayvan,böcek,2.916666667,contextual,mBERT,1,max,0.4552229432099355,15,9,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.2,3.0,1.6666666666666667,0.3333333333333333,0.6
492,cisim,somut,2.166666667,contextual,mBERT,1,max,0.44191679054403155,7,13,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.5,2.5,2.5,0.4,0.4
493,aile,anne,1.916666667,contextual,mBERT,1,max,0.16354671583288227,8,15,bert-base-multilingual-cased,3,2,False,True,False,True,False,2.6666666666666665,4.0,2.0,0.25,0.5
494,varlık,cisim,4.25,contextual,mBERT,1,max,0.4207400350316328,15,7,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.75,3.0,2.5,0.3333333333333333,0.4
495,öğle,ikindi,4.583333333,contextual,mBERT,1,max,0.48607619940150726,3,7,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.0,1.3333333333333333,3.0,0.75,0.3333333333333333
496,soğuk,sıcak,0.0,contextual,mBERT,1,max,0.6316430136688077,9,3,bert-base-multilingual-cased,6,3,False,True,True,True,True,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6,0.6
497,peşinatsız,gülümseme,0.166666667,contextual,mBERT,1,max,0.7510813559029574,10,15,bert-base-multilingual-cased,9,5,False,True,True,True,True,2.111111111111111,2.5,1.8,0.4,0.5555555555555556
498,kum,hastane,0.25,contextual,mBERT,1,max,0.47857008002332746,10,7,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.5,1.5,3.5,0.6666666666666666,0.2857142857142857
499,fırın,kahin,0.25,contextual,mBERT,1,max,0.4919068101169156,6,15,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.0,1.6666666666666667,2.5,0.6,0.4
500,uyumlu,aykırı,0.0,contextual,mBERT,1,max,0.5724839408004698,9,10,bert-base-multilingual-cased,6,3,False,True,True,True,True,2.0,2.0,2.0,0.5,0.5
1,mızrap,barınak,0.166666667,contextual,mBERT,7,first,0.6928717372313269,2,13,bert-base-multilingual-cased,6,3,False,True,True,True,True,2.1666666666666665,2.0,2.3333333333333335,0.5,0.4285714285714285
2,kırmızı,gül,1.166666667,contextual,mBERT,7,first,0.7242831410805615,12,13,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.5,3.5,1.5,0.2857142857142857,0.6666666666666666
3,suçlu,şüphe,2.416666667,contextual,mBERT,7,first,0.6079285800616909,12,8,bert-base-multilingual-cased,6,3,False,True,True,True,True,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.6,0.6
4,laikçiler,sekülerizmciler,9.0,contextual,mBERT,7,first,0.6839318674602123,8,10,bert-base-multilingual-cased,10,6,False,True,True,True,True,2.4,2.25,2.5,0.4444444444444444,0.4
5,bitki,zeytin,3.666666667,contextual,mBERT,7,first,0.6178275622881163,15,9,bert-base-multilingual-cased,4,3,False,True,False,True,False,2.75,5.0,2.0,0.2,0.5
6,serin,soğuk,7.25,contextual,mBERT,7,first,0.6275067790412524,12,9,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.0,2.5,1.6666666666666667,0.4,0.6
7,gül,pamuk,2.083333333,contextual,mBERT,7,first,0.6357456016137808,13,1,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.0,1.5,2.5,0.6666666666666666,0.4
8,içki,alkol,7.75,contextual,mBERT,7,first,0.6825586095741637,12,6,bert-base-multilingual-cased,4,2,False,True,True,True,True,2.25,2.0,2.5,0.5,0.4
9,köle,serbest,0.333333333,contextual,mBERT,7,first,0.5906259018282785,6,13,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.2,1.3333333333333333,3.5,0.75,0.2857142857142857
10,saray,pıhtı,0.333333333,contextual,mBERT,7,first,0.6223100588942121,9,10,bert-base-multilingual-cased,6,4,False,True,True,True,True,1.6666666666666667,2.5,1.25,0.4,0.8
11,affedişi,bağışlayışı,9.083333333,contextual,mBERT,7,first,0.69395595096118,11,15,bert-base-multilingual-cased,9,5,False,True,True,True,True,2.111111111111111,2.0,2.2,0.5,0.4545454545454545
12,sofra,zeytin,1.75,contextual,mBERT,7,first,0.6367500275060125,15,9,bert-base-multilingual-cased,5,3,False,True,True,True,True,2.2,2.5,2.0,0.4,0.5
13,eşya,gözlük,2.333333333,contextual,mBERT,7,first,0.7129886288769491,10,14,bert-base-multilingual-cased,6,3,False,True,True,True,True,1.6666666666666667,1.3333333333333333,2.0,0.75,0.5
