QID,W1,W2,Sim,Rel,S,D,R,U,SR,DR,SU,DU,AVG-C,W1F,W2F,AnyOOV,TwoOOV,EstSyn,EstAnt,EstRHigh,EstRMed,EstRLow,EstHyp,EstMer,W1-RWG,W2-RWG,RWMin,W1-DG,W2-DG,DGMax,W1-IG,W2-IG,IGMax,word1_subtokens,word2_subtokens,word1_fragmented,word2_fragmented,word1_tokens,word2_tokens
235,devlet,memur,"1,25",7,False,True,True,False,False,True,False,False,"3,73",336669,26940,FALSE,FALSE,0,0,1,0,0,0,1,5,4,4,0,0,0,0,0,0,1,1,False,False,['devlet'],['memur']
236,alkol,sofra,"1,166666667","5,5",False,True,True,False,False,True,False,False,,16236,2120,FALSE,FALSE,0,0,0,1,0,0,0,4,3,3,0,0,0,0,0,0,1,1,False,False,['alkol'],['sofra']
237,boza,manken,"0,25","0,166666667",False,True,False,True,False,False,False,True,,392,9006,FALSE,FALSE,0,0,0,0,1,0,0,3,4,3,0,0,0,0,0,0,2,1,True,False,"['boz', '##a']",['manken']
238,cevher,gözlükçü,"0,416666667","0,25",False,True,False,True,False,False,False,True,,1957,96,FALSE,FALSE,0,0,0,0,1,0,0,3,2,2,0,2,2,0,0,0,2,2,True,True,"['cev', '##her']","['gözlük', '##çü']"
239,anne,memur,"0,25","0,666666667",False,True,False,True,False,False,False,True,"5,84",62683,26940,FALSE,FALSE,0,0,0,0,1,0,0,5,4,4,0,0,0,0,0,0,1,1,False,False,['anne'],['memur']
240,oğlan,ilkellik,"0,25","0,416666667",False,True,False,True,False,False,False,True,,2929,167,FALSE,FALSE,0,0,0,0,1,0,0,3,2,2,0,0,0,0,0,0,1,2,False,True,['oğlan'],"['ilkel', '##lik']"
241,dostçasına,arkadaşımsı,"5,833333333","7,916666667",True,False,True,False,True,False,False,False,,0,0,TRUE,TRUE,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,3,2,True,True,"['dost', '##çası', '##na']","['arkadaşım', '##sı']"
242,dua,yüzük,"0,25","0,583333333",False,True,False,True,False,False,False,True,"2,84",11268,3197,FALSE,FALSE,0,0,0,0,1,0,0,4,3,3,0,0,0,0,0,0,1,1,False,False,['dua'],['yüzük']
243,opak,geçirgen,"2,5","6,916666667",False,True,True,False,False,True,False,False,,273,267,FALSE,FALSE,0,1,1,0,0,0,0,2,2,2,0,0,0,0,0,0,2,2,True,True,"['op', '##ak']","['geçir', '##gen']"
244,akıllı,deli,"0,083333333","9,166666667",False,True,True,False,False,True,False,False,"2,41",16388,15669,FALSE,FALSE,0,1,1,0,0,0,0,4,4,4,1,0,1,0,0,0,1,1,False,False,['akıllı'],['deli']
245,din,dua,"2,916666667","8,583333333",False,True,True,False,False,True,False,False,"2,22",51607,11268,FALSE,FALSE,0,0,0,1,0,0,0,5,4,4,0,0,0,0,0,0,1,1,False,False,['din'],['dua']
246,saydam,süreli,"0,25","0,75",False,True,False,True,False,False,False,True,,3791,19345,FALSE,FALSE,0,0,0,0,1,0,0,4,4,4,0,0,0,0,0,0,2,1,True,False,"['say', '##dam']",['süreli']
247,yağcılık,heykel,"0,25","0,166666667",False,True,False,True,False,False,False,True,"2,39",163,6983,FALSE,FALSE,0,0,0,0,1,0,0,2,4,2,2,0,2,0,0,0,2,1,True,False,"['yağ', '##cılık']",['heykel']
248,maymungilleri,muz,"1,666666667","6,083333333",False,True,True,False,False,True,False,False,,0,2917,TRUE,FALSE,0,0,1,0,0,0,0,0,3,0,1,0,1,2,0,2,3,1,True,False,"['maymun', '##giller', '##i']",['muz']
249,oksijen,hayat,"2,25",8,False,True,True,False,False,True,False,False,"5,69",6174,65846,FALSE,FALSE,0,0,0,1,0,0,0,4,5,4,0,0,0,0,0,0,1,1,False,False,['oksijen'],['hayat']
250,hastane,çare,"2,5","7,583333333",False,True,True,False,False,True,False,False,"6,68",18148,12319,FALSE,FALSE,0,0,0,1,0,0,0,4,4,4,1,0,1,0,0,0,1,1,False,False,['hastane'],['çare']
251,içki,boza,"1,363636364","3,583333333",False,True,False,True,False,False,False,True,"6,44",16126,392,FALSE,FALSE,0,0,1,0,0,1,0,4,3,3,1,0,1,0,0,0,1,2,False,True,['içki'],"['boz', '##a']"
252,tahta,ahşap,"6,5","8,25",True,False,True,False,True,False,False,False,"6,94",6150,7967,FALSE,FALSE,1,0,1,0,0,0,1,4,4,4,0,0,0,0,0,0,1,1,False,False,['tahta'],['ahşap']
253,kral,yağcılık,"0,833333333","4,5",False,True,False,True,False,False,False,True,"5,33",13511,163,FALSE,FALSE,0,0,0,1,0,0,0,4,2,2,0,2,2,0,0,0,1,2,False,True,['kral'],"['yağ', '##cılık']"
254,teizm,inançlılık,"5,25","8,416666667",True,False,True,False,True,False,False,False,,27,6,FALSE,FALSE,1,0,1,0,0,0,0,1,1,1,1,2,2,0,0,0,2,2,True,True,"['te', '##izm']","['inanç', '##lılık']"
255,kordon,sicim,"3,5","3,916666667",False,True,False,True,False,False,False,True,,1701,257,FALSE,FALSE,1,0,0,1,0,0,0,3,2,2,0,0,0,0,0,0,2,2,True,True,"['kor', '##don']","['si', '##cim']"
256,fani,adalet,"0,25","0,833333333",False,True,False,True,False,False,False,True,"2,45",1028,59379,FALSE,FALSE,0,0,0,0,1,0,0,3,5,3,0,0,0,0,0,0,2,1,True,False,"['fan', '##i']",['adalet']
257,ikindi,oğlan,"0,166666667","0,083333333",False,True,False,True,False,False,False,True,,990,2929,FALSE,FALSE,0,0,0,0,1,0,0,3,3,3,0,0,0,0,0,0,2,1,True,False,"['ikin', '##di']",['oğlan']
258,deneyimleme,tecrübelenme,"8,416666667","8,666666667",True,False,True,False,True,False,False,False,,20,0,TRUE,FALSE,0,0,0,1,0,0,0,1,0,0,2,2,2,0,0,0,2,2,True,True,"['deneyim', '##leme']","['tecrübe', '##lenme']"
259,satmışlardır,lokanta,"0,166666667","0,833333333",False,True,False,True,False,False,False,True,,21,3743,FALSE,FALSE,0,0,0,1,0,0,0,1,4,1,0,0,0,2,0,2,2,1,True,False,"['sat', '##mışlardır']",['lokanta']
260,kırmızı,namaz,"0,166666667","0,083333333",False,True,False,True,False,False,False,True,,56298,6615,FALSE,FALSE,0,0,0,0,1,0,0,5,4,4,0,0,0,0,0,0,1,1,False,False,['kırmızı'],['namaz']
261,mezarhane,kabristan,"8,5","8,833333333",True,False,True,False,True,False,False,False,,1,55,FALSE,FALSE,1,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,2,3,True,True,"['mezar', '##hane']","['kab', '##rist', '##an']"
262,ekonomi,para,"3,5","8,583333333",False,True,True,False,False,True,False,False,"3,47",72584,207792,FALSE,FALSE,0,0,1,0,0,0,1,5,5,5,0,0,0,0,0,0,1,1,False,False,['ekonomi'],['para']
263,dua,namaz,"4,166666667","8,583333333",False,True,True,False,False,True,False,False,"2,84",11268,6615,FALSE,FALSE,0,0,1,0,0,0,1,4,4,4,0,0,0,0,0,0,1,1,False,False,['dua'],['namaz']
264,arkadaşımsı,kitaphane,"0,333333333","0,666666667",False,True,False,True,False,False,False,True,,0,1,TRUE,FALSE,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,2,2,True,True,"['arkadaşım', '##sı']","['kitap', '##hane']"
265,enerjik,yorgun,"0,083333333","8,666666667",False,True,True,False,False,True,False,False,"2,69",1699,7932,FALSE,FALSE,0,1,1,0,0,0,0,3,4,3,1,1,1,0,0,0,2,1,True,False,"['enerji', '##k']",['yorgun']
266,kağıt,gazete,2,"7,583333333",False,True,True,False,False,True,False,False,"6,83",14940,49607,FALSE,FALSE,0,0,1,0,0,0,1,4,5,4,0,0,0,0,0,0,1,1,False,False,['kağıt'],['gazete']
267,cihaz,radyo,"2,5",7,False,True,True,False,False,True,False,False,"6,43",9397,31478,FALSE,FALSE,0,0,0,1,0,1,0,4,4,4,0,0,0,0,0,0,1,1,False,False,['cihaz'],['radyo']
268,kral,affedişi,"0,166666667","2,833333333",False,True,False,True,False,False,False,True,"5,33",13511,1,FALSE,FALSE,0,0,0,1,0,0,0,4,1,1,0,2,2,0,1,1,1,2,False,True,['kral'],"['affed', '##işi']"
269,yeni,gençmişçesine,"1,25","3,5",False,True,False,True,False,False,False,True,"2,62",770145,0,TRUE,FALSE,0,0,0,1,0,0,0,5,0,0,0,2,2,0,0,0,1,4,False,True,['yeni'],"['genç', '##miş', '##çesi', '##ne']"
270,öğrenci,hayta,"0,833333333","4,916666667",False,True,False,True,False,False,False,True,"6,18",67682,201,FALSE,FALSE,0,0,0,1,0,0,0,5,2,2,1,0,1,0,0,0,1,2,False,True,['öğrenci'],"['hay', '##ta']"
271,araba,petrol,"1,416666667","7,916666667",False,True,True,False,False,True,False,False,"6,87",20283,91273,FALSE,FALSE,0,0,1,0,0,0,0,4,5,4,0,0,0,0,0,0,1,1,False,False,['araba'],['petrol']
272,şiddetli,sarsıcı,"6,25",8,True,False,True,False,True,False,False,False,,14198,1229,FALSE,FALSE,1,0,0,1,0,0,0,4,3,3,1,2,2,0,0,0,1,2,False,True,['şiddetli'],"['sars', '##ıcı']"
273,su,deniz,"3,666666667","8,25",False,True,True,False,False,True,False,False,"6,8",129707,116696,FALSE,FALSE,0,0,1,0,0,0,1,5,5,5,0,0,0,0,0,0,1,1,False,False,['su'],['deniz']
274,başlamadılarsa,başladılarsa,0,"8,666666667",False,True,True,False,False,True,False,False,,1,19,FALSE,FALSE,0,1,1,0,0,0,0,1,1,1,1,0,1,2,2,2,3,2,True,True,"['başlama', '##dılar', '##sa']","['başladılar', '##sa']"
275,normalleşiyor,anormalleşiyor,0,9,False,True,True,False,False,True,False,False,,61,0,TRUE,FALSE,0,1,1,0,0,0,0,2,0,0,1,1,1,1,1,1,2,2,True,True,"['normal', '##leşiyor']","['anormal', '##leşiyor']"
276,kan,kırmızı,"1,833333333","8,333333333",False,True,True,False,False,True,False,False,"6,7",54264,56298,FALSE,FALSE,0,0,1,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,False,False,['kan'],['kırmızı']
277,beyaz,papatya,"1,333333333","6,666666667",False,True,True,False,False,True,False,False,,78763,1605,FALSE,FALSE,0,0,1,0,0,0,0,5,3,3,0,0,0,0,0,0,1,2,False,True,['beyaz'],"['pap', '##atya']"
278,kıyı,ormanlık,"0,5",4,False,True,False,True,False,False,False,True,,5868,2575,FALSE,FALSE,0,0,0,1,0,0,0,4,3,3,0,1,1,0,0,0,1,1,False,False,['kıyı'],['ormanlık']
279,orman,kabristan,"0,666666667","3,166666667",False,True,False,True,False,False,False,True,"6,57",29908,55,FALSE,FALSE,0,0,0,1,0,0,0,4,2,2,0,0,0,0,0,0,1,3,False,True,['orman'],"['kab', '##rist', '##an']"
280,üşengen,harika,"0,25","0,333333333",False,True,False,True,False,False,False,True,0,0,31671,TRUE,FALSE,0,0,0,0,1,0,0,0,4,0,1,0,1,0,0,0,3,1,True,False,"['üş', '##en', '##gen']",['harika']
281,normalleşiyor,ısınmış,"0,166666667","0,416666667",False,True,False,True,False,False,False,True,,61,273,FALSE,FALSE,0,0,0,1,0,0,0,2,2,2,1,2,2,1,0,1,2,2,True,True,"['normal', '##leşiyor']","['ısın', '##mış']"
282,radyo,müzik,"3,583333333","7,583333333",False,True,True,False,False,True,False,False,"6,75",31478,83849,FALSE,FALSE,0,0,1,0,0,0,0,4,5,4,0,0,0,0,0,0,1,1,False,False,['radyo'],['müzik']
283,suçlu,masum,0,"8,583333333",False,True,True,False,False,True,False,False,"4,69",13535,12698,FALSE,FALSE,0,1,1,0,0,0,0,4,4,4,1,0,1,0,0,0,1,1,False,False,['suçlu'],['masum']
284,erkekçene,yüreklicesine,"3,583333333",7,False,True,True,False,False,True,False,False,,1,0,TRUE,FALSE,1,0,1,0,0,0,0,1,0,0,2,0,2,0,0,0,3,3,True,True,"['erkek', '##çe', '##ne']","['yürek', '##lic', '##esine']"
285,ısınmış,barıştırılırken,"0,666666667","0,333333333",False,True,False,True,False,False,False,True,,273,2,FALSE,FALSE,0,0,0,0,1,0,0,2,1,1,2,2,2,0,0,0,2,3,True,True,"['ısın', '##mış']","['barış', '##tır', '##ılırken']"
286,pratikleştirsin,kavramsallaştırsın,"0,166666667","3,25",False,True,False,True,False,False,False,True,,0,0,TRUE,TRUE,0,1,1,0,0,0,0,0,0,0,2,2,2,1,1,1,3,4,True,True,"['pratik', '##leştir', '##sin']","['kavram', '##sal', '##laştır', '##sın']"
287,televizyon,cenin,"0,25","0,166666667",False,True,False,True,False,False,False,True,"6,89",55956,1560,FALSE,FALSE,0,0,0,0,1,0,0,5,3,3,0,0,0,0,0,0,1,2,False,True,['televizyon'],"['cen', '##in']"
288,pimpirikli,bıçak,"0,166666667","0,5",False,True,False,True,False,False,False,True,0,25,8509,FALSE,FALSE,0,0,0,1,0,0,0,1,4,1,1,0,1,0,0,0,4,1,True,False,"['pi', '##m', '##pir', '##ikli']",['bıçak']
289,mezarlık,ormanlık,"1,083333333","3,25",False,True,False,True,False,False,False,True,,1440,2575,FALSE,FALSE,0,0,0,1,0,0,0,3,3,3,1,1,1,0,0,0,2,1,True,False,"['mezar', '##lık']",['ormanlık']
290,mutluluk,harika,2,"5,416666667",False,True,True,False,False,True,False,False,"1,85",17475,31671,FALSE,FALSE,0,0,0,1,0,0,0,4,4,4,1,0,1,0,0,0,1,1,False,False,['mutluluk'],['harika']
291,hastane,rahatsız,"2,166666667","6,5",False,True,True,False,False,True,False,False,"6,68",18148,35800,FALSE,FALSE,0,0,0,1,0,0,1,4,5,4,1,1,1,0,0,0,1,1,False,False,['hastane'],['rahatsız']
292,özgür,yardım,"0,166666667","1,583333333",False,True,False,True,False,False,False,True,,28827,100548,FALSE,FALSE,0,0,0,0,1,0,0,4,5,4,0,0,0,0,0,0,1,1,False,False,['özgür'],['yardım']
293,horultu,saray,"0,25","0,25",False,True,False,True,False,False,False,True,"5,36",21,21135,FALSE,FALSE,0,0,0,0,1,0,0,1,4,1,2,0,2,0,0,0,3,1,True,False,"['hor', '##ult', '##u']",['saray']
294,üretim,sanatçı,"1,166666667","5,083333333",False,True,True,False,False,True,False,False,,70594,29783,FALSE,FALSE,0,0,1,0,0,0,0,5,4,4,1,1,1,0,0,0,1,1,False,False,['üretim'],['sanatçı']
295,peşinatsız,ekonomi,"0,666666667","4,833333333",False,True,False,True,False,False,False,True,"3,83",127,72584,FALSE,FALSE,0,0,0,1,0,0,0,2,5,2,2,0,2,0,0,0,3,1,True,False,"['peşin', '##ats', '##ız']",['ekonomi']
296,mutfak,ocak,"1,666666667","7,5",False,True,True,False,False,True,False,False,"6,75",9902,132312,FALSE,FALSE,0,0,1,0,0,0,1,4,5,4,0,0,0,0,0,0,1,1,False,False,['mutfak'],['ocak']
297,böcek,kelebek,"2,5",7,False,True,True,False,False,True,False,False,,2994,3657,FALSE,FALSE,0,0,0,1,0,1,0,3,4,3,0,0,0,0,0,0,1,1,False,False,['böcek'],['kelebek']
298,çenebazlığına,geçirgen,"0,166666667","0,083333333",False,True,False,True,False,False,False,True,,0,267,TRUE,FALSE,0,0,0,0,1,0,0,0,2,0,2,0,2,2,0,2,3,2,True,True,"['çene', '##baz', '##lığına']","['geçir', '##gen']"
299,geçirgen,cam,"1,166666667","5,416666667",False,True,True,False,False,True,False,False,,267,18230,FALSE,FALSE,0,0,1,0,0,0,1,2,4,2,0,0,0,0,0,0,2,1,True,False,"['geçir', '##gen']",['cam']
300,beyaz,külot,"1,416666667","6,833333333",False,True,True,False,False,True,False,False,,78763,291,FALSE,FALSE,0,0,1,0,0,0,0,5,2,2,0,0,0,0,0,0,1,2,False,True,['beyaz'],"['kül', '##ot']"
301,tımarhane,deli,"2,333333333","8,75",False,True,True,False,False,True,False,False,,113,15669,FALSE,FALSE,0,0,1,0,0,0,1,2,4,2,1,0,1,0,0,0,3,1,True,False,"['t', '##ımar', '##hane']",['deli']
302,muhalefetçiler,kemalci,"2,090909091","5,25",False,True,True,False,False,True,False,False,,0,59,TRUE,FALSE,1,0,1,0,0,0,0,0,2,0,1,1,1,1,0,1,2,2,True,True,"['muhalefet', '##çiler']","['kemal', '##ci']"
303,savaştırılırken,cezalandırışı,"0,666666667","2,833333333",False,True,False,True,False,False,False,True,,0,1,TRUE,FALSE,0,0,0,1,0,0,0,0,1,0,2,2,2,0,1,1,3,2,True,True,"['savaş', '##tır', '##ılırken']","['cezalandır', '##ışı']"
304,zaman,ikindi,"1,833333333","7,083333333",False,True,True,False,False,True,False,False,"2,19",495060,990,FALSE,FALSE,0,0,0,1,0,1,0,5,3,3,0,0,0,0,0,0,1,2,False,True,['zaman'],"['ikin', '##di']"
305,atatürkist,tecrübelenme,"0,25","0,583333333",False,True,False,True,False,False,False,True,,0,0,TRUE,TRUE,0,0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,2,2,True,True,"['atatürk', '##ist']","['tecrübe', '##lenme']"
306,lamba,geceleyin,"1,333333333","6,916666667",False,True,True,False,False,True,False,False,"6,84",1579,533,FALSE,FALSE,0,0,0,1,0,0,0,3,3,3,0,2,2,0,0,0,1,2,False,True,['lamba'],"['gece', '##leyin']"
307,sabır,sabırsızlık,"0,166666667","8,666666667",False,True,True,False,False,True,False,False,"1,5",5937,300,FALSE,FALSE,0,1,1,0,0,0,0,4,2,2,1,2,2,0,0,0,1,2,False,True,['sabır'],"['sabırsız', '##lık']"
308,transparan,deneyimleme,"0,166666667","0,083333333",False,True,False,True,False,False,False,True,,597,20,FALSE,FALSE,0,0,0,0,1,0,0,3,1,1,0,2,2,0,0,0,3,2,True,True,"['trans', '##para', '##n']","['deneyim', '##leme']"
309,haşarı,hayta,"7,5","7,75",True,False,True,False,True,False,False,False,"2,85",236,201,FALSE,FALSE,1,0,1,0,0,0,0,2,2,2,0,0,0,0,0,0,2,2,True,True,"['haş', '##arı']","['hay', '##ta']"
310,yiyecek,horoz,"0,833333333","3,166666667",False,True,False,True,False,False,False,True,,10836,1814,FALSE,FALSE,0,0,0,1,0,1,0,4,3,3,0,0,0,0,0,0,1,2,False,True,['yiyecek'],"['hor', '##oz']"
311,yoğurt,inançlılık,"0,25","0,166666667",False,True,False,True,False,False,False,True,"6,79",5450,6,FALSE,FALSE,0,0,0,0,1,0,0,4,1,1,0,2,2,0,0,0,1,2,False,True,['yoğurt'],"['inanç', '##lılık']"
312,kıtlıklarda,bolluklarda,0,9,False,True,True,False,False,True,False,False,,3,0,TRUE,FALSE,0,1,1,0,0,0,0,1,0,0,1,1,1,2,2,2,3,3,True,True,"['kıt', '##lıklar', '##da']","['bol', '##luklar', '##da']"
313,siyah,beyaz,0,"9,5",False,True,True,False,False,True,False,False,,51232,78763,FALSE,FALSE,0,1,1,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,False,False,['siyah'],['beyaz']
314,otomobil,tren,4,"7,75",False,True,True,False,False,True,False,False,,46731,14751,FALSE,FALSE,0,0,0,1,0,0,0,5,4,4,0,0,0,0,0,0,1,1,False,False,['otomobil'],['tren']
315,mutluluk,sicim,"0,25","0,083333333",False,True,False,True,False,False,False,True,"1,85",17475,257,FALSE,FALSE,0,0,0,0,1,0,0,4,2,2,1,0,1,0,0,0,1,2,False,True,['mutluluk'],"['si', '##cim']"
316,fırın,ocak,"6,666666667","8,333333333",True,False,True,False,True,False,False,False,,3993,132312,FALSE,FALSE,1,0,1,0,0,0,0,4,5,4,0,0,0,0,0,0,1,1,False,False,['fırın'],['ocak']
317,ipek,kapüşon,"0,833333333","2,583333333",False,True,False,True,False,False,False,True,,10942,5,FALSE,FALSE,0,0,0,1,0,0,0,4,1,1,0,0,0,0,0,0,1,3,False,True,['ipek'],"['kap', '##üş', '##on']"
318,savunmaktaydılar,saldırmaktaydılar,1,"8,916666667",False,True,True,False,False,True,False,False,,5,0,TRUE,FALSE,0,1,1,0,0,0,0,1,0,0,1,1,1,2,2,2,3,4,True,True,"['savunmak', '##taydı', '##lar']","['saldır', '##makta', '##ydı', '##lar']"
319,bitki,enginar,"2,916666667","7,166666667",False,True,True,False,False,True,False,False,"6,6",11980,1068,FALSE,FALSE,0,0,0,1,0,1,0,4,3,3,0,0,0,0,0,0,1,2,False,True,['bitki'],"['engin', '##ar']"
320,hukuk,nezle,"0,25","0,166666667",False,True,False,True,False,False,False,True,"3,79",71683,1168,FALSE,FALSE,0,0,0,0,1,0,0,5,3,3,0,0,0,0,0,0,1,2,False,True,['hukuk'],"['nez', '##le']"
321,horultu,gürültü,"5,166666667","7,083333333",True,False,True,False,True,False,False,False,"5,36",21,6332,FALSE,FALSE,0,0,0,1,0,0,0,1,4,1,2,2,2,0,0,0,3,1,True,False,"['hor', '##ult', '##u']",['gürültü']
322,süt,peynir,"3,25","8,166666667",False,True,True,False,False,True,False,False,"6,79",19593,7434,FALSE,FALSE,0,0,1,0,0,0,1,4,4,4,0,0,0,0,0,0,1,1,False,False,['süt'],['peynir']
323,bağışlayışı,cezalandırışı,"0,083333333","8,416666667",False,True,True,False,False,True,False,False,,0,1,TRUE,FALSE,0,1,1,0,0,0,0,0,1,0,2,2,2,1,1,1,3,2,True,True,"['bağış', '##layış', '##ı']","['cezalandır', '##ışı']"
324,su,çiçek,"0,916666667","6,25",False,True,True,False,False,True,False,False,"6,8",129707,33522,FALSE,FALSE,0,0,0,1,0,0,0,5,5,5,0,0,0,0,0,0,1,1,False,False,['su'],['çiçek']
325,taşıt,gemicik,"2,666666667","6,833333333",False,True,True,False,False,True,False,False,"6,63",10701,1,FALSE,FALSE,0,0,0,1,0,1,0,4,1,1,1,1,1,0,0,0,1,2,False,True,['taşıt'],"['gemi', '##cik']"
326,yiyecek,meyve,"2,833333333","7,583333333",False,True,True,False,False,True,False,False,,10836,17748,FALSE,FALSE,0,0,1,0,0,1,0,4,4,4,0,0,0,0,0,0,1,1,False,False,['yiyecek'],['meyve']
327,kuşku,şüphe,"9,083333333","9,333333333",True,False,True,False,True,False,False,False,"1,58",7530,9721,FALSE,FALSE,1,0,1,0,0,0,0,4,4,4,0,0,0,0,0,0,1,1,False,False,['kuşku'],['şüphe']
328,çocuk,anne,"2,166666667",8,False,True,True,False,False,True,False,False,"6,45",137866,62683,FALSE,FALSE,0,0,1,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,False,False,['çocuk'],['anne']
329,iyiliyorsun,kötülüyorsun,0,"9,083333333",False,True,True,False,False,True,False,False,,0,18,TRUE,FALSE,0,1,0,1,0,0,0,0,1,0,1,1,1,2,2,2,3,3,True,True,"['iyi', '##liyor', '##sun']","['kötü', '##lüyor', '##sun']"
330,şeffaf,saydam,"8,5","9,5",True,False,True,False,True,False,False,False,"4,37",8700,3791,FALSE,FALSE,1,0,1,0,0,0,0,4,4,4,0,0,0,0,0,0,1,2,False,True,['şeffaf'],"['say', '##dam']"
331,teizm,çerçeve,"0,25","0,25",False,True,False,True,False,False,False,True,,27,17814,FALSE,FALSE,0,0,0,0,1,0,0,1,4,1,1,0,1,0,0,0,2,1,True,False,"['te', '##izm']",['çerçeve']
332,anormalleşiyor,kapüşon,"0,181818182","0,083333333",False,True,False,True,False,False,False,True,,0,5,TRUE,FALSE,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,2,3,True,True,"['anormal', '##leşiyor']","['kap', '##üş', '##on']"
333,sevgili,mutluluk,2,"5,75",False,True,True,False,False,True,False,False,"4,69",37193,17475,FALSE,FALSE,0,0,0,1,0,0,0,5,4,4,1,1,1,0,0,0,1,1,False,False,['sevgili'],['mutluluk']
334,delilim,televizyon,"0,166666667","0,5",False,True,False,True,False,False,False,True,,11,55956,FALSE,FALSE,0,0,0,0,1,0,0,1,5,1,0,0,0,1,0,1,2,1,True,False,"['delil', '##im']",['televizyon']
335,sofra,bıçak,"1,416666667","6,166666667",False,True,True,False,False,True,False,False,"6,37",2120,8509,FALSE,FALSE,0,0,1,0,0,0,1,3,4,3,0,0,0,0,0,0,1,1,False,False,['sofra'],['bıçak']
336,ipek,gömlek,"1,75","7,166666667",False,True,True,False,False,True,False,False,,10942,4340,FALSE,FALSE,0,0,1,0,0,0,1,4,4,4,0,0,0,0,0,0,1,1,False,False,['ipek'],['gömlek']
337,sanatçı,heykel,"1,5","7,5",False,True,True,False,False,True,False,False,"5,14",29783,6983,FALSE,FALSE,0,0,0,1,0,0,0,4,4,4,1,0,1,0,0,0,1,1,False,False,['sanatçı'],['heykel']
338,medya,yağcılık,"0,75","5,5",False,True,True,False,False,True,False,False,"4,68",43326,163,FALSE,FALSE,0,0,0,1,0,0,0,5,2,2,0,2,2,0,0,0,1,2,False,True,['medya'],"['yağ', '##cılık']"
339,din,ibadet,"3,5","9,083333333",False,True,True,False,False,True,False,False,"2,22",51607,5116,FALSE,FALSE,0,0,1,0,0,0,1,5,4,4,0,0,0,0,0,0,1,1,False,False,['din'],['ibadet']
340,tutsak,yakın,"0,166666667","0,416666667",False,True,False,True,False,False,False,True,,1783,153814,FALSE,FALSE,0,0,0,0,1,0,0,3,5,3,1,1,1,0,0,0,1,1,False,False,['tutsak'],['yakın']
341,zarar,para,"0,666666667","4,833333333",False,True,False,True,False,False,False,True,"2,41",70292,207792,FALSE,FALSE,0,0,1,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,False,False,['zarar'],['para']
342,ateistlik,sekülerizmciler,"1,75","5,083333333",False,True,True,False,False,True,False,False,,16,0,TRUE,FALSE,1,0,1,0,0,0,0,1,0,0,2,0,2,0,0,0,3,4,True,True,"['ate', '##ist', '##lik']","['sek', '##üler', '##izm', '##ciler']"
343,sabahlardaki,kahvaltı,"1,25","7,166666667",False,True,True,False,False,True,False,False,,2,6430,FALSE,FALSE,0,0,1,0,0,0,0,1,4,1,0,0,0,2,0,2,2,1,True,False,"['sabah', '##lardaki']",['kahvaltı']
344,kadın,anne,"3,583333333","7,833333333",False,True,True,False,False,True,False,False,"6,24",156275,62683,FALSE,FALSE,0,0,1,0,0,0,0,5,5,5,0,0,0,0,0,0,1,1,False,False,['kadın'],['anne']
345,sabır,mühendis,"0,333333333",2,False,True,False,True,False,False,False,True,"1,5",5937,7509,FALSE,FALSE,0,0,0,0,1,0,0,4,4,4,1,0,1,0,0,0,1,1,False,False,['sabır'],['mühendis']
346,yakın,sıkı,"4,083333333","6,333333333",False,True,True,False,False,True,False,False,,153814,29614,FALSE,FALSE,0,0,0,1,0,0,0,5,4,4,1,1,1,0,0,0,1,1,False,False,['yakın'],['sıkı']
347,saray,kral,"2,666666667",9,False,True,True,False,False,True,False,False,"6,56",21135,13511,FALSE,FALSE,0,0,1,0,0,0,1,4,4,4,0,0,0,0,0,0,1,1,False,False,['saray'],['kral']
348,damar,mezar,"0,25",1,False,True,False,True,False,False,False,True,"6,52",15392,8324,FALSE,FALSE,0,0,0,0,1,0,0,4,4,4,0,0,0,0,0,0,1,1,False,False,['damar'],['mezar']
349,kuyumcu,mücevher,"2,5","8,583333333",False,True,True,False,False,True,False,False,"6,36",1472,2332,FALSE,FALSE,0,0,1,0,0,0,1,3,3,3,1,0,1,0,0,0,3,1,True,False,"['kuyu', '##m', '##cu']",['mücevher']
350,müzik,ses,"4,333333333","8,833333333",False,True,True,False,False,True,False,False,"5,34",83849,57760,FALSE,FALSE,0,0,1,0,0,1,0,5,5,5,0,0,0,0,0,0,1,1,False,False,['müzik'],['ses']
351,alet,terazi,2,"6,083333333",False,True,True,False,False,True,False,False,"6,63",8007,2139,FALSE,FALSE,0,0,0,1,0,1,0,4,3,3,0,0,0,0,0,0,1,2,False,True,['alet'],"['ter', '##azi']"
352,kesintili,manavınkiler,"0,166666667","0,166666667",False,True,False,True,False,False,False,True,,237,0,TRUE,FALSE,0,0,0,0,1,0,0,2,0,0,2,0,2,0,2,2,2,4,True,True,"['kesinti', '##li']","['mana', '##v', '##ın', '##kiler']"
